person_id,person_name,person_name_variants,person_editorial_comment,person_name_normalised,pers_ID_FS,person_relevance,person_name_corrected,person_frequency
20.0,N.N. Dehmer,,,Johann Heinrich Demar,20,poi-1,Johann Heinrich Demar,2
9097.0,Ernst Ludwig Wilhelm Freiherr von Dachröden,,,Ernst Ludwig Wilhelm von Dacheröden,18,poi-1,Ernst Ludwig Wilhelm Freiherr von Dachröden,1
21.0,Friedrich Ludwig Doering,,,Friedrich Ludwig Döring,21,poi-1,Friedrich Ludwig Döring,3
21.0,Friedrich Ludwig Döring,,,Friedrich Ludwig Döring,21,poi-1,Friedrich Ludwig Döring,36
21.0,Friedrich Ludwig Döring,,,Friedrich Ludwig Döring,21,poi-1,Friedrich Ludwig Döring,36
22.0,[N.N.] Fuxius,,Siehe Person Names Liste: an anderer Stelle mit Vorname erfasst! Restunsicherheit bleibt!,Emmerich Ernst Joseph Fuxius,,poi-1,Emmerich Ernst Joseph Fuxius,5
22.0,Emmerich Ernst Joseph Fuxius,,,Emmerich Ernst Joseph Fuxius,22,poi-1,Emmerich Ernst Joseph Fuxius,1
9097.0,Ernst Ludwig Wilhelm von Dacheröden,,,Ernst Ludwig Wilhelm von Dacheröden,18,poi-1,Ernst Ludwig Wilhelm von Dacheröden,5
23.0,Johann Heinrich Genau,,,Johann Heinrich Genau,23,poi-1,Johann Heinrich Genau,1
23.0,Johann Heinrich Genau,Johann Heinrich Jena [?],,Johann Heinrich Genau,23,poi-1,Johann Heinrich Genau,1
23.0,Johann Heinrich Genau,,,Johann Heinrich Genau,23,poi-1,Johann Heinrich Genau,1
23.0,Johann Heinrich] Genau,,,Johann Heinrich Genau,23,poi-1,Johann Heinrich Genau,2
23.0,N.N. Genau,,,Johann Heinrich Genau,23,poi-1,Johann Heinrich Genau,2
24.0,[Sigismund] Gerstenberg,,,Sigismund Gerstenberger,,poi-1,[Sigismund] Gerstenberg,1
24.0,[Sigmund] Gerstenberg,,,Sigismund Gerstenberger,,poi-1,[Sigmund] Gerstenberg,3
24.0,[Sigmund] Gerstenberger,Gerstenberg,,Sigismund Gerstenberger,,poi-1,[Sigmund] Gerstenberg,1
24.0,Sigismund Gerstenberg,,,Sigismund Gerstenberger,24,poi-1,Sigismund Gerstenberg,2
24.0,Sigismund Gerstenberger,,,Sigismund Gerstenberger,24,poi-1,Sigismund Gerstenberg,1
24.0,Sigmund Gerstenberger,,,Sigismund Gerstenberger,24,poi-1,Sigismund Gerstenberg,1
25.0,Gustav Adolf Graberg,,,Gustav Adolph Graberg,25,poi-1,Gustav Adolf Graberg,11
25.0,Gustav Adolph Graberg,,,Gustav Adolph Graberg,25,poi-1,Gustav Adolph Graberg,1
25.0,Gustav Adolph Graberg,,,Gustav Adolph Graberg,25,poi-1,Gustav Adolph Graberg,1
25.0,Gustav Adolph Graberg,Gustav Adolph Greberg,,Gustav Adolph Graberg,25,poi-1,Gustav Adolph Graberg,1
25.0,Gustavus Adolphus Graberg,,,Gustav Adolph Graberg,25,poi-1,Gustavus Adolphus Graberg,6
26.0,Johann Jacob von Gudenus,,,Johann Jakob Josef Franz von Gudenus,26,poi-1,Johann Jacob von Gudenus,1
26.0,Johann Jakob Gudenus,,,Johann Jakob Gudenus,378,poi-2,Johann Jakob Gudenus,2
26.0,Johann Jakob Gudenus,,,Johann Jakob Gudenus,378,poi-2,Johann Jakob Gudenus,2
26.0,Johann Jakob von Gudenus,,,Johann Jakob Josef Franz von Gudenus,26,poi-1,Johann Jakob von Gudenus,37
26.0,Johann Jakob von Gudenus,(Johann Jacob) von Gudenus,,Johann Jakob Josef Franz von Gudenus,26,poi-1,Johann Jakob von Gudenus,37
26.0,Johann Jakob von Gudenus,,,Johann Jakob Josef Franz von Gudenus,26,poi-1,Johann Jakob von Gudenus,37
26.0,Johann Jakob von Gudenus,Johannes Jakobus von Gudenus,,Johann Jakob Josef Franz von Gudenus,26,poi-1,Johann Jakob von Gudenus,37
27.0,Christoph Ignatius Gudenus,,,Christoph Ignaz von Gudenus,27,poi-2,Christoph Ignaz von Gudenus,8
27.0,Christoph Ignatius von Gudenus,,,Christoph Ignaz Aloys von Gudenus,101,poi-2,Christoph Ignaz von Gudenus,4
27.0,Christoph Ignaz Freiherr von Gudenus,,,Christoph Ignaz von Gudenus,27,poi-2,Christoph Ignaz von Gudenus,18
27.0,Christoph Ignaz Gudenus,,,Christoph Ignaz von Gudenus,27,poi-2,Christoph Ignaz von Gudenus,1
27.0,Christoph Ignaz von Gudenus,,,Christoph Ignaz Aloys von Gudenus,101,poi-2,Christoph Ignaz von Gudenus,2
27.0,Christoph Ignaz von Gudenus,,,Christoph Ignaz Aloys von Gudenus,101,poi-2,Christoph Ignaz von Gudenus,2
27.0,Christoph Ignaz von Gudenus,,,Christoph Ignaz Aloys von Gudenus,101,poi-2,Christoph Ignaz von Gudenus,2
28.0,Daniel Mauritius de Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Daniel Moritz von Gudenus,1
28.0,Daniel Mauritius Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Daniel Moritz von Gudenus,3
28.0,Daniel Mauritius von Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Daniel Moritz von Gudenus,5
28.0,Daniel Moritz Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Daniel Moritz von Gudenus,10
28.0,Daniel Moritz von Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Daniel Moritz von Gudenus,3
28.0,Daniel Moritz von Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Daniel Moritz von Gudenus,3
9098.0,Mauritius Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Mauritius Gudenus,14
9098.0,Mauritius Gudenus,,,Daniel Moritz von Gudenus,28,poi-1,Mauritius Gudenus,14
9098.0,Mauritius von Gudenus,,,Daniel Moritz von Gudenus,29,0,Mauritius von Gudenus,1
30.0,N.N. Heyland,N.N. Heiland,,Peter Heinrich Jakob Heiland,30,poi-1,Peter Heinrich Jakob Heiland,1
30.0,Peter Heinrich Heiland,,,Peter Heinrich Jakob Heiland,30,poi-1,Peter Heinrich Heiland,40
30.0,Peter Heinrich Heiland,,,Peter Heinrich Jakob Heiland,30,poi-1,Peter Heinrich Heiland,40
30.0,Peter Heinrich Heiland,Peter Heinrich Jakob Heiland,,Peter Heinrich Jakob Heiland,30,poi-1,Peter Heinrich Heiland,40
30.0,Peter Heinrich Jacob Heylandt,,,Peter Heinrich Jakob Heiland,30,poi-1,Peter Heinrich Heiland,3
30.0,Peter Heinrich Jakob Heiland,,,Peter Heinrich Jakob Heiland,30,poi-1,Peter Heinrich Heiland,2
31.0,Elias Friedrich Heitmann,,,Elias Friedrich Heitmann,31,0,Elias Friedrich Heitmann,2
32.0,Johann Nepomuk Christoph Hucke,,,Johann Nepomuk Christoph Hucke,32,0,Johann Nepomuk Christoph Hucke,1
33.0,[Franz Hugo] Hunold,,,Franz Hugo Hunold,,poi-1,Franz Hugo Hunoldt,2
33.0,Franciscus Hugo Hunold,,,Franz Hugo Hunold,33,poi-1,Franz Hugo Hunoldt,1
33.0,Franz Hugo Hunold,,,Franz Hugo Hunold,33,poi-1,Franz Hugo Hunoldt,3
33.0,Franz Hugo Hunoldt,,,Franz Hugo Hunold,33,poi-1,Franz Hugo Hunoldt,5
33.0,Hugo Franciscus Hunold,,,Franz Hugo Hunold,33,poi-1,Franz Hugo Hunoldt,4
33.0,Hugo Frantz Hunoldt,,,Franz Hugo Hunold,33,poi-1,Franz Hugo Hunoldt,1
33.0,Hugo Franz Hunold,,,Franz Hugo Hunold,33,poi-1,Franz Hugo Hunoldt,3
33.0,Hugo Franz Hunold,Hunoldt / Hunolt,,Franz Hugo Hunold,33,poi-1,Franz Hugo Hunoldt,3
34.0,Anselm Franz Friedrich von Ingelheim,,,Anselm Franz Friedrich von Ingelheim,34,poi-1,Anselm Franz Friedrich von Ingelheim,1
34.0,Anselm Franz von Ingelheim,,,Anselm Franz Friedrich von Ingelheim,34,poi-1,Anselm Franz von Ingelheim,2
34.0,Anselm von Ingelheim,,,Anselm Franz Friedrich von Ingelheim,34,poi-1,Anselm von Ingelheim,18
35.0,Caspar Jungk,,,Kaspar Jungk,35,poi-1,Caspar Jungk,7
35.0,Casparus Junck,,,Kaspar Jungk,35,poi-1,Casparus Junck,5
35.0,Kaspar Jungk,,,Kaspar Jungk,35,poi-1,Kaspar Jungk,2
36.0,Christoph Kerl,,,Johann Christoph Kerl,36,poi-1,Johann Christoph Kerl,1
36.0,Christoph Kerl,,,Johann Christoph Kerl,36,poi-1,Johann Christoph Kerl,1
36.0,Johann Christoph Kerl,,,Johann Christoph Kerl,36,poi-1,Johann Christoph Kerl,1
36.0,Johann Christoph Kerl,,,Johann Christoph Kerl,36,poi-1,Johann Christoph Kerl,1
38.0,Georg von Clemens-Millwitz,,,Georg Melchior von Klemens zu Millwitz,38,poi-1,Georg von Clemens-Milwitz,26
38.0,Georg von Klemens zu Millwitz,,,Georg Melchior von Klemens zu Millwitz,38,poi-1,Georg von Clemens-Milwitz,1
38.0,Georg von Klemens zu Millwitz,,,Georg Melchior von Klemens zu Millwitz,38,poi-1,Georg von Clemens-Milwitz,1
39.0,Anton Koch,,,Anton Koch,39,poi-1,Anton Koch,1
39.0,Anton Koch,,,Anton Koch,39,poi-1,Anton Koch,1
40.0,Gabriel Heinrich Lilien,,,Gabriel Heinrich Lilien,40,0,Gabriel Heinrich Lilien,2
41.0,Melchior Ludolph Lilien,,,Melchior Ludolph Lilien,41,0,Melchior Ludolph Lilien,2
42.0,[Johann Jacob] Lincker von Lützenwick,,,Johann Jakob Lincker von Lützenwick,,poi-1,Johann Jakob Lincker von Lützenwick,2
42.0,[Johann Jacob] Lincker von Lützenwick,Lincker de Lüzenwick / Lincker à Lüzenwick,,Johann Jakob Lincker von Lützenwick,,poi-1,Johann Jakob Lincker von Lützenwick,2
42.0,[Johann Jacob] von Lincker,â Lincker,,Johann Jakob Lincker von Lützenwick,,poi-1,Johann Jakob Lincker von Lützenwick,5
42.0,[Johann Jacob] von Lincker,â Lincker / Lincker â Lützenwick,,Johann Jakob Lincker von Lützenwick,,poi-1,Johann Jakob Lincker von Lützenwick,5
42.0,Johann Jacob Lincker,,,Johann Jakob Lincker von Lützenwick,42,poi-1,Johann Jakob Lincker von Lützenwick,3
