person_id,person_name,person_name_variants,person_editorial_comment,person_name_normalised,pers_ID_FS,person_relevance,person_name_corrected,person_frequency
42.0,Johann Jacob Lincker [von Lützenwick],,,Johann Jakob Lincker von Lützenwick,42,poi-1,Johann Jakob Lincker von Lützenwick,1
42.0,Johann Jacob Lincker von Lützenwick,,,Johann Jakob Lincker von Lützenwick,42,poi-1,Johann Jakob Lincker von Lützenwick,9
42.0,Johann Jacob Lyncker von Lützenwiyck,,,Johann Jakob Lincker von Lützenwick,42,poi-1,Johann Jakob Lincker von Lützenwick,1
42.0,Johann Jakob Freiherr Lincker von Lützenwick,,,Johann Jakob Lincker von Lützenwick,42,poi-1,Johann Jakob Lincker von Lützenwick,2
42.0,Johann Jakob Lincker,,,Johann Jakob Lincker von Lützenwick,42,poi-1,Johann Jakob Lincker von Lützenwick,2
42.0,Johann Jakob Lincker von Lützenwick,,,Johann Jakob Lincker von Lützenwick,42,poi-1,Johann Jakob Lincker von Lützenwick,1
43.0,Johann Daniel Christoph Freiherr Lincker von Lützenwick,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,17
43.0,Johann Daniel Christoph Freiherr Lincker von Lützenwick,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,17
43.0,Johann Daniel Christoph Freiherr Lincker von Lützenwick,Johann Daniel Christoph Linckert von Lützewick,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,17
43.0,Johann Daniel Christoph Freiherr Lincker von Lützenwick,Johann Daniel Christoph Lincker von Lützenwick,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,17
43.0,Johann Daniel Christoph Freiherr Lyncker von Lützenwick,"Lyncker von Lützenwick, Johann Daniel Freiherr / Lyncker von Lützenwick, Johann Daniel / Lincker und Lützenwick, Johann Daniel Christoph von / Lincker und Lützenwick, Johann Daniel von / Lincker, Johann Daniel Christoph Jacob von / Lincker, Johann Daniel Christoph von / Lincker, Johann Daniel Christophorus Jacobus de / Lincker, Johann Daniel von / Linker und Lutzenwick, Johann Daniel von / Linker von Lutzenwick, Johann Daniel / Linker von Lützenwick, Johann Daniel / Linker von Lützenwick, Johann Daniel Christoph / Lützenwick, Johann Daniel Lyncker von / Lincker, Johann Daniel Christoph Jakob von / Lincker, Johann Daniel Christophorus Jakobus de / Linker von Lützenwick, Johann Daniel Christof",,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,3
43.0,Johann Daniel Christoph Freiherr Lyncker von Lützenwick,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,3
43.0,Johann Daniel Christoph Lincker Ritter und Edler von Lützenwick,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,1
43.0,Johann Daniel Christoph Lincker von Lützenwick,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,1
43.0,Johann Daniel Freiherr Lincker von Lützenwick,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,2
43.0,Johann Daniel Freiherr Lyncker von Lützenwick,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,3
43.0,Johann Daniel Lincker,,,0,218,0,Johann Daniel Lincker,6
43.0,Johann Daniel Lincker,,,0,218,0,Johann Daniel Lincker,6
43.0,Johann Daniel Lincker,,,0,218,0,Johann Daniel Lincker,6
43.0,Johann Daniel Lincker Ritter und Edler von Lützenwick,,,0,218,0,Johann Daniel Christoph Lincker von Lützenwick,12
43.0,Johann Daniel Lincker von Lützenwick,,,0,227,0,Johann Daniel Christoph Lincker von Lützenwick,2
43.0,Johann Daniel Lyncker,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Lincker,1
43.0,N.N. von Lincker,,,Johann Daniel Christoph Lincker von Lützenwick,43,poi-1,Johann Daniel Christoph Lincker von Lützenwick,1
44.0,Damian Freiherr von Linden,,,Franz Damian von Linden,44,poi-1,Franz Damian  von Linden,4
44.0,Franz Damian Freiherr von Linden,,,Franz Damian von Linden,44,poi-1,Franz Damian  von Linden,6
44.0,Franz Damian Linden,,,Franz Damian von Linden,44,poi-1,Franz Damian Linden,1
45.0,Joseph Matthias Frantz Matthes,,,Matthias Joseph Anton Franz Matthes,45,poi-1,Joseph Matthias Frantz Matthes,3
45.0,Mathias Josephus Antonius Frantz Madhes,,,Matthias Joseph Anton Franz Matthes,45,poi-1,Matthias Joseph Anton Franz Matthes,1
45.0,Matthias Joseph Anton Franz Matthes,Matthias Joseph Anton Frantzmatdhes,,Matthias Joseph Anton Franz Matthes,45,poi-1,Matthias Joseph Anton Franz Matthes,1
47.0,[Elias] Meltzer,Flie [?] Meltzzern,,Elias Meltzer,,poi-1,Elias Meltzer,5
47.0,[Elias] Meltzer,,,Elias Meltzer,,poi-1,Elias Meltzer,5
47.0,[Elias] Meltzer,Melzer,,Elias Meltzer,,poi-1,Elias Meltzer,5
47.0,Elias Meltzer,,,Elias Meltzer,47,poi-1,Elias Meltzer,8
47.0,Elias Melzer,,,Elias Meltzer,47,poi-1,Elias Meltzer,3
47.0,Elias Melzer,Meltzer,,Elias Meltzer,47,poi-1,Elias Meltzer,3
48.0,[Andreas Ignaz] Meyer,,,Andreas Ignaz Meyer,,0,Andreas Ignaz Meyer,1
48.0,Andreas Ignaz Meyer,,,Andreas Ignaz Meyer,,0,Andreas Ignaz Meyer,2
49.0,Joachim Andreas Meier,,,Joachim Andreas Meyer,49,poi-1,Joachim Andreas Meyer,4
49.0,Joachim Andreas Meyer,Meuer,,Joachim Andreas Meyer,49,poi-1,Joachim Andreas Meyer,8
49.0,Joachim Andreas Meyer,,,Joachim Andreas Meyer,49,poi-1,Joachim Andreas Meyer,8
49.0,Joachim Andreas Meyer,,,Joachim Andreas Meyer,49,poi-1,Joachim Andreas Meyer,8
50.0,Johann Andreas Meyer,,,Johann Andreas Meyer,50,poi-1,Johann Andreas Meyer,6
51.0,[Anselm Franz] Molitoris,,"Verwandtschaft mit 52: ggf. über rel_pers auslesen, aber nicht in der Person Names Liste erfasst. Im Zweifel unterschiedliche IDs!",Anselm Franz Molitoris,,poi-1,Anselm Franz Molitor,9
51.0,[Anselm Franz] Molitoris,Molitor,,Anselm Franz Molitoris,,poi-1,Anselm Franz Molitor,9
51.0,Anselm Franz Molitoris,,,Anselm Franz Molitoris,51,poi-1,Anselm Franz Molitor,10
51.0,Anselm Franz von Molitoris,,,Anselm Franz Molitoris,51,poi-1,Anselm Franz Molitor,4
51.0,Anselmus Franciscus Molitoris,,,Anselm Franz Molitoris,51,poi-1,Anselm Franz Molitor,2
51.0,N.N. Molitoris,,,Anselm Franz Molitoris,51,poi-1,Anselm Franz Molitor,1
52.0,[Georg Melchior Gereon] Molitoris,,,Georg Melchior Gereon Molitoris,,poi-1,Georg Melchior Gereon Molitor,3
52.0,[Georg Melchior Gereon] Molitoris,Molitor,,Georg Melchior Gereon Molitoris,,poi-1,Georg Melchior Gereon Molitor,3
52.0,Georg Melchior Gereon Molitoris,,,Georg Melchior Gereon Molitoris,52,poi-1,Georg Melchior Gereon Molitor,6
52.0,Georg Melchior Gereon Molitoris,,,Georg Melchior Gereon Molitoris,52,poi-1,Georg Melchior Gereon Molitor,6
52.0,Melchior Gereon Molitoris,,,Georg Melchior Gereon Molitoris,52,poi-1,Georg Melchior Gereon Molitor,1
52.0,Philipp Georg Jerion Molitoris,,,Georg Melchior Gereon Molitoris,52,poi-1,Philipp Georg Jerion Molitor,1
9099.0,[Gereon] Molitor,,,Gereon Molitoris,,poi-1,Gereon Molitoris,1
9099.0,Gereon Molitoris,,,Gereon Molitoris,53,poi-1,Gereon Molitoris,7
54.0,[Friedrich Wilhelm] Mosel von Alenstein,,,Friedrich Wilhelm Mosel von Alenstein,,poi-1,Friedrich Wilhelm Mosel von Alenstein,1
54.0,Friedrich Wilhelm Mosel von Alenstein,,,Friedrich Wilhelm Mosel von Alenstein,54,poi-1,Friedrich Wilhelm Mosel von Alenstein,1
54.0,Friedrich Wilhelm Mosel von Alenstein,,,Friedrich Wilhelm Mosel von Alenstein,54,poi-1,Friedrich Wilhelm Mosel von Alenstein,1
55.0,[Johann Bernhard] Müller,,,Johann Bernhard Müller,,poi-1,Johann Bernhard Müller,1
55.0,Johann Bernhard Molitoris,Molitor,,Johann Bernhard Müller,55,poi-1,Johann Bernhard Müller,2
55.0,Johann Bernhard Müller,,,Johann Bernhard Müller,55,poi-1,Johann Bernhard Müller,1
55.0,Johann Bernhard Müller,Molitor,,Johann Bernhard Müller,55,poi-1,Johann Bernhard Müller,1
55.0,Johann Bernhard Müller,,,Johann Bernhard Müller,55,poi-1,Johann Bernhard Müller,1
56.0,Herrmann Pfingsten,,,Johann Hermann Pfingsten,56,poi-1,Herrmann Pfingsten,2
56.0,Herrmann Pfingsten,,,Johann Hermann Pfingsten,56,poi-1,Herrmann Pfingsten,2
56.0,Johann Hermann Pfingsten,,,Johann Hermann Pfingsten,56,poi-1,Johann Hermann Pfingsten,115
57.0,Daniel Veit von Pipper,,,Daniel Veit von Pipper,57,poi-1,Daniel Veit von Pipper,1
57.0,Vitus Daniel von Piper,,,Daniel Veit von Pipper,57,poi-1,Daniel Veit von Pipper,2
58.0,Adam Christian Friedrich Reinhard,August Chrstian Friedrich Reinhard,,Adam Friedrich Christian Reinhard,,poi-1,Adam Friedrich Christian Reinhard,2
58.0,Adam Christian Reinhardt,,,Adam Friedrich Christian Reinhard,,poi-1,Adam Friedrich Christian Reinhard,4
58.0,Adam F. Reinhardt,,,Adam Friedrich Christian Reinhard,,poi-1,Adam Friedrich Christian Reinhard,5
58.0,Adam Friedrich Christian Reinhard,,,Adam Friedrich Christian Reinhard,,poi-1,Adam Friedrich Christian Reinhard,60
58.0,Adam Friedrich Christian Reinhard,August Chrstian Friedrich Reinhard,,Adam Friedrich Christian Reinhard,,poi-1,Adam Friedrich Christian Reinhard,60
58.0,Adam Friedrich Christian Reinhard,Reinhardt / Reinhardus / Reinhart / Reinharth,,Adam Friedrich Christian Reinhard,,poi-1,Adam Friedrich Christian Reinhard,60
58.0,Adam Friedrich Christian Reinhard,,ID-Lücken rekonstruieren!,Adam Friedrich Christian Reinhard,,poi-1,Adam Friedrich Christian Reinhard,60
59.0,Andreas Reinhard,,,Georg Andreas Reinhard,,poi-2,Georg Andreas Reinhard,4
59.0,Georg Andreas Reinhard,,,Georg Andreas Reinhard,59,0,Georg Andreas Reinhard,2
59.0,Georg Andreas Reinhard,Reinhardt,,Georg Andreas Reinhard,59,0,Georg Andreas Reinhard,2
59.0,Georg Andreas Reinhard,Reinhardt / Reinhardus / Reinhart / Reinharth,,Georg Andreas Reinhard,59,0,Georg Andreas Reinhard,2
59.0,Georg Andreas Reinhard,,,Georg Andreas Reinhard,59,0,Georg Andreas Reinhard,2
59.0,N.N. Reinhard,,,Georg Andreas Reinhard,59,poi-2,Georg Andreas Reinhard,3
60.0,Franz A[nton] R[esch],,,Franz Anton Resch,60,poi-1,Franz Anton Resch,1
60.0,Franz Anton Resch,,,Franz Anton Resch,60,poi-1,Franz Anton Resch,1
60.0,Franz Anton Resch,,,Franz Anton Resch,60,poi-1,Franz Anton Resch,1
60.0,Franz Anton von Resch,,,Franz Anton Resch,60,poi-1,Franz Anton von Resch,2
60.0,Franz Anton? von Resch,,,Franz Anton Resch,60,poi-1,Franz Anton von Resch,11
61.0,[Johann Ernst Dominik] Rhieß,,,Johann Ernst Dominik Ries,,poi-1,Johann Ernst Dominik Ries,1
61.0,Ernst Dominik Rhiesen,,,Johann Ernst Dominik Ries,61,poi-1,Johann Ernst Dominik Ries,1
61.0,Jacob Ernestus Dominicus Riese,,,Johann Ernst Dominik Ries,61,poi-1,Johann Ernst Dominik Ries,1
61.0,Johann Ernst Dominicus Riehs,,,Johann Ernst Dominik Ries,61,poi-1,Johann Ernst Dominik Ries,1
61.0,Johann Ernst Dominicus Riese,Riehse,,Johann Ernst Dominik Ries,61,poi-1,Johann Ernst Dominik Ries,4
61.0,Johann Ernst Dominicus Rieße,,,Johann Ernst Dominik Ries,61,poi-1,Johann Ernst Dominik Ries,2
61.0,Johann Rese,,,Johann Ernst Dominik Ries,61,poi-1,Johann Ries,2
61.0,Johann Riese,Riehs / Riehse / Riess / Riesse,,Johann Ernst Dominik Ries,61,poi-1,Johann Ries,4
61.0,Johannes Ernst Dominik Riese,Riehs / Riehse / Riess / Riesse,,Johann Ernst Dominik Ries,61,poi-1,Johann Ernst Dominik Ries,2
62.0,[Valentin] Rhies,Rhieß,,Valentin Ries,,poi-1,Valentin Ries,1
62.0,[Valentin] Rhieß,Rhies,,Valentin Ries,,poi-1,Valentin Ries,1
62.0,[Valentin] Rhiß,Rhis,,Valentin Ries,,poi-1,Valentin Ries,1
62.0,[Valentin] Riehse,Rhiese,,Valentin Ries,,poi-1,Valentin Ries,3
62.0,[Valentin] Riehse,Rihese,,Valentin Ries,,poi-1,Valentin Ries,3
62.0,Valentin Rhieß,Riheßen,,Valentin Ries,62,poi-1,Valentin Ries,4
62.0,Valentin Rhieß,Riheßen / Rihesen / Rihse,,Valentin Ries,62,poi-1,Valentin Ries,4
62.0,Valentin Rhieß,Rihessen,,Valentin Ries,62,poi-1,Valentin Ries,4
62.0,Valentin Riehsen,,,Valentin Ries,62,poi-1,Valentin Ries,2
62.0,Valentin Riehßen,,,Valentin Ries,62,poi-1,Valentin Ries,2
62.0,Valentin Rieß,,,Valentin Ries,62,poi-1,Valentin Ries,1
63.0,Johann Heinrich Daniel Freiherr von Ritter zu Groenesteyn,,,Johann Heinrich Daniel von Ritter zu Grünstein,63,poi-1,Johann Heinrich Daniel Freiherr von Ritter zu Groenesteyn,20
63.0,Johann Heinrich Daniel Freiherr von Ritter zu Grünstein,,,Johann Heinrich Daniel von Ritter zu Grünstein,63,poi-1,Johann Heinrich Daniel Freiherr von Ritter zu Grünstein,17
63.0,Johann Heinrich Daniel von Ritter zu Grünstein,Johann Daniel von Ridder zu Groenstein,,Johann Heinrich Daniel von Ritter zu Grünstein,63,poi-1,Johann Heinrich Daniel von Ritter zu Grünstein,1
63.0,Johann Heinrich Daniel von Ritter zu Grünstein,,,Johann Heinrich Daniel von Ritter zu Grünstein,63,poi-1,Johann Heinrich Daniel von Ritter zu Grünstein,1
64.0,[Johann Michael] Rotermund,,,Johann Michael Rotermund,,poi-1,[Johann Michael] Rotermund,2
64.0,Johann Michael Rotermund,,,Johann Michael Rotermund,64,poi-1,Johann Michael Rotermund,48
64.0,Johann Michael Rotermundt,,,Johann Michael Rotermund,64,poi-1,Johann Michael Rotermundt,39
64.0,Johann Michael Rotermundt,Rotermund,,Johann Michael Rotermund,64,poi-1,Johann Michael Rotermundt,39
64.0,Johann Michael Rotermundt,,,Johann Michael Rotermund,64,poi-1,Johann Michael Rotermundt,39
64.0,Johann Michael Rotermundt,Johannes Michael Rotermund,,Johann Michael Rotermund,64,poi-1,Johann Michael Rotermundt,39
64.0,Johann Michael Rothermund,,,Johann Michael Rotermund,64,poi-1,Johann Michael Rothermund,6
65.0,Georg Ignaz Mansuet Rüding,,,Georg Mansuet Ignaz Rüding,65,poi-1,Georg Ignaz Mansuet Rüding,5
65.0,Georg Mansuet Ignaz Ruding,,,Georg Mansuet Ignaz Rüding,65,poi-1,Georg Ignaz Mansuet Rüding,1
65.0,N.N. von Ruding,,,Georg Mansuet Ignaz Rüding,65,poi-1,Georg Ignaz Mansuet Rüding,2
66.0,Johann Josef Senger,,,Johann Josef Senger,66,poi-1,Johann Josef Sänger,2
66.0,Joseph von Sänger,,,Johann Josef Senger,66,poi-1,Joseph von Sänger,1
66.0,Joseph von Sänger,,,Johann Josef Senger,66,poi-1,Joseph von Sänger,1
67.0,Carl Joseph Freiherr Schenck von Schmidtburg,,,Karl Joseph Adolph Lukas Schenk von Schmidtburg,67,poi-1,Karl Joseph Adolph Lukas Schenk von Schmidtburg,4
67.0,Karl Franz Adolf Schenk Schmiedburg,,,Karl Joseph Adolph Lukas Schenk von Schmidtburg,67,poi-1,Karl Joseph Adolph Lukas Schenk von Schmidtburg,1
67.0,Karl Joseph Adolf Schenk von Schmidburg,,,Karl Joseph Adolph Lukas Schenk von Schmidtburg,67,poi-1,Karl Joseph Adolph Lukas Schenk von Schmidtburg,2
67.0,Karl Joseph Adolph Lukas Freiherr Schenk Schmidburg,,,Karl Joseph Adolph Lukas Schenk von Schmidtburg,67,poi-1,Karl Joseph Adolph Lukas Schenk von Schmidtburg,2
67.0,Karl Joseph Adolph lukas Freiherr Schenk von Schmidtburg,,,Karl Joseph Adolph Lukas Schenk von Schmidtburg,67,poi-1,Karl Joseph Adolph Lukas Schenk von Schmidtburg,1
68.0,Johann Adam Schmitt,,,Johann Adam Schmitt,68,0,Johann Adam Schmidt,1
68.0,Johann Adam Schmitt,,,Johann Adam Schmitt,68,0,Johann Adam Schmidt,1
68.0,Johannes Adam Schmidt,Schmid / Schmied / Schmidius / Schmitt / Smid,,Johann Adam Schmitt,68,0,Johann Adam Schmidt,2
69.0,[Hieronymus] Schorch,,,Hieronymus Schorch,,poi-1,Hieronymus Schorch,4
69.0,Hieronymo Schorchen,,,Hieronymus Schorch,69,poi-1,Hieronymus Schorch,2
69.0,Hieronymus Schorch,,,Hieronymus Schorch,69,poi-1,Hieronymus Schorch,1
70.0,[Johann Arnold] Schütz,,,Johann Arnold Schütz,,poi-1,Johann Arnold Schütz,4
70.0,[Johann Arnold] Schütz,Schutzio,"Bei Daten aus API, OCR und Staatskalender ggf. nochmals Varianten in die Person Names übertragen. Staatskalender beziehen sich aber meist auf anderweitig ""bekannte"" Personen.",Johann Arnold Schütz,,poi-1,Johann Arnold Schütz,4
70.0,[Johann Arnold] Schüz,,,Johann Arnold Schütz,,poi-1,Johann Arnold Schütz,4
70.0,[Johann Arnold] Schüz,Schütz,,Johann Arnold Schütz,,poi-1,Johann Arnold Schütz,4
70.0,Johann Arnold Schütz,,,Johann Arnold Schütz,70,poi-1,Johann Arnold Schütz,2
70.0,Johann Arnold Schütz,Schütze / Schüz / Schüze,,Johann Arnold Schütz,70,poi-1,Johann Arnold Schütz,2
70.0,Johann Arnold Schütze,,,Johann Arnold Schütz,70,poi-1,Johann Arnold Schütz,1
71.0,Johann Christian Spitz,,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,4
71.0,Johann Christoph Spitz,,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,27
71.0,Johann Christoph Spitz,Spiz,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,27
71.0,Johann Christoph Spitz,Johann Christian Spitz,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,27
71.0,Johann Christoph Spitz,,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,27
71.0,Johann Christoph Spitz,Johann Christophel Spitz,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,27
71.0,Johannes Christophorus Spitz,,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,5
71.0,N.N. Spitz,,,Johann Christoph Spitz,71,poi-1,Johann Christoph Spitz,1
72.0,[Johann Michael] Spönla,,,Johann Michael Spoenla,,poi-1,Johann Michael Spoenla,4
72.0,Johann Michael Spoenla,,,Johann Michael Spoenla,72,poi-1,Johann Michael Spoenla,2
72.0,Johann Michael Spohnla [?],,,Johann Michael Spoenla,72,poi-1,Johann Michael Spoenla,2
72.0,Johannes Michael Spoenla,,,Johann Michael Spoenla,72,poi-1,Johann Michael Spoenla,2
73.0,[Gottfried?] Spönla,,,Johann Gottfried Spoenla,,poi-1,Johann Gottfried Spoenla,1
73.0,Gottfried Spoenla,,,Johann Gottfried Spoenla,73,poi-1,Johann Gottfried Spoenla,6
73.0,Gottfried Spoenla,Johann Gottfried Spoenla,,Johann Gottfried Spoenla,73,poi-1,Johann Gottfried Spoenla,6
73.0,Gottfried Spoenla,,,Johann Gottfried Spoenla,73,poi-1,Johann Gottfried Spoenla,6
73.0,Gottfried Spönla,,,Johann Gottfried Spoenla,73,poi-1,Johann Gottfried Spoenla,1
73.0,Johann Gottfried Spönla,,,Johann Gottfried Spoenla,73,poi-1,Johann Gottfried Spoenla,1
73.0,Johann Gottfried von Spoenla,,,###,73?,poi-1,Johann Gottfried von Spoenla,2
74.0,[Johann Daniel Richard] Spönla,,,Johann Daniel Richard Spoenla,,0,Johann Daniel Richard Spoenla,1
74.0,Johann Daniel Richard Spönla,Spoenla,,Johann Daniel Richard Spoenla,74,0,Johann Daniel Richard Spoenla,3
75.0,Alexander Bernhard Strecker,Bernhard Alexander Strecker,,Alexander Bernhard Strecker,,poi-1,Alexander Bernhard Strecker,30
75.0,Alexander Bernhard Strecker,,,Alexander Bernhard Strecker,,poi-1,Alexander Bernhard Strecker,30
75.0,Alexander Bernhard Strecker,Bernard,,Alexander Bernhard Strecker,,poi-1,Alexander Bernhard Strecker,30
75.0,Alexander Bernhard Strecker,,,Alexander Bernhard Strecker,,poi-1,Alexander Bernhard Strecker,30
75.0,Alexander Bernhard Strecker,Bernhard Alexander Strecker,,Alexander Bernhard Strecker,,poi-1,Alexander Bernhard Strecker,30
75.0,Alexander Bernhard Strecker,Hof- und Regierungsrat,,Alexander Bernhard Strecker,,poi-1,Alexander Bernhard Strecker,30
75.0,Alexander Bernhard] Strecker,,,Alexander Bernhard Strecker,,poi-1,Alexander Bernhard Strecker,2
76.0,Ernst Wilhelm Strecker,,,Ernst Wilhelm Strecker,76,poi-1,Ernst Wilhelm Strecker,27
76.0,Ernst Wilhelm Strecker,,,Ernst Wilhelm Strecker,76,poi-1,Ernst Wilhelm Strecker,27
77.0,Josepha Strecker,,,Josepha Strecker,77,0,Josepha Strecker,1
77.0,Maria Anna Josepha Thecla Strecker,,,Josepha Strecker,77,0,Maria Anna Josepha Thecla Strecker,3
78.0,Karl Friedrich Strecker,,,Karl Friedrich Strecker,78,poi-2,Karl Friedrich Strecker,14
79.0,Karl Strecker,,,Karl Strecker,79,poi-2,Karl Strecker,1
80.0,Karl Wilhelm Strecker,,,Karl Wilhelm Strecker,80,0,Karl Wilhelm Strecker,2
81.0,[Conrad Wilhelm] Streckerth,,,Konrad Wilhelm Strecker,,poi-1,Konrad Wilhelm Strecker,1
81.0,Konrad Wilhelm Strecker,,,Konrad Wilhelm Strecker,81,poi-1,Konrad Wilhelm Strecker,187
81.0,Konrad Wilhelm Strecker,Dr. Strecker,,Konrad Wilhelm Strecker,81,poi-1,Konrad Wilhelm Strecker,187
81.0,Konrad Wilhelm Strecker,,,Konrad Wilhelm Strecker,81,poi-1,Konrad Wilhelm Strecker,187
82.0,Wilhelm Moritz Strecker,,,Wilhelm Moritz Strecker,82,poi-2,Wilhelm Moritz Strecker,10
82.0,Wilhelm Moritz Strecker,,,Wilhelm Moritz Strecker,82,poi-2,Wilhelm Moritz Strecker,10
83.0,[Johann Philipp] Streit,,,Johann Philipp Streit,,poi-1,Johann Philipp Streit,12
83.0,[Johann Philipp] Streit,Streit Senior,,Johann Philipp Streit,,poi-1,Johann Philipp Streit,12
83.0,Johann Philipp Streidt,,,Johann Philipp Streit,83,poi-1,Johann Philipp Streit,5
83.0,Johann Philipp Streit,,,Johann Philipp Streit,83,poi-1,Johann Philipp Streit,28
83.0,Johann Philipp Streit,Streitt,,Johann Philipp Streit,83,poi-1,Johann Philipp Streit,28
83.0,Johannes Philipp Streit,,,Johann Philipp Streit,83,poi-1,Johann Philipp Streit,2
84.0,[Christoph Ignaz] Streit,Streit Junior,,Christoph Ignaz Streit,,poi-1,Christoph Ignaz Streit,3
84.0,Christoph Ignaz Streit,,,Christoph Ignaz Streit,84,poi-1,Christoph Ignaz Streit,2
84.0,Christoph Ignaz Streit,Streitt,,Christoph Ignaz Streit,84,poi-1,Christoph Ignaz Streit,2
84.0,Christoph Ignaz Streit,,,Christoph Ignaz Streit,84,poi-1,Christoph Ignaz Streit,2
85.0,Johann Daniel Streit,,,Johann Daniel Streit,85,poi-1,Johann Daniel Streit,9
85.0,Johann Daniel Streit,Streitt,,Johann Daniel Streit,85,poi-1,Johann Daniel Streit,9
86.0,Johann Veit Stumpelius,,,Johann Veit Stumpel,86,0,Johann Veit Stumpelius,3
87.0,Ernest Tentzel,,,Ernst Emanuel Tentzel,87,poi-1,Ernest Tentzel,14
87.0,Ernest Tenzel,,,Ernst Emanuel Tentzel,87,poi-1,Ernest Tenzel,4
9100.0,Ernst Emanuel Tentzel,Tenzel,,Ernst Emanuel Tentzel,87,poi-1,Ernst Emanuel Tentzel,7
9101.0,Ernst III Tentzel,,,Ernst Emanuel Tentzel,87,poi-1,Ernst III. Tentzel,20
9100.0,Ernst Immanuel Tentzel,,,Ernst Emanuel Tentzel,87,poi-1,Ernst Emanuel Tentzel,1
87.0,Ernst Tentzel,,,Ernst Emanuel Tentzel,87,poi-1,Ernst Tentzel,67
87.0,Ernst Tentzel,,,Ernst Emanuel Tentzel,87,poi-1,Ernst Tentzel,67
87.0,Ernst Tentzel,Tenzel,,Ernst Emanuel Tentzel,87,poi-1,Ernst Tentzel,67
87.0,Ernst Tentzel,Ernst Dentzel,,Ernst Emanuel Tentzel,87,poi-1,Ernst Tentzel,67
87.0,Ernst Tentzl,,,Ernst Emanuel Tentzel,87,poi-1,Ernst Tentzel,24
88.0,Franz Trömer,,,Franz Trömer,88,0,Franz Trömer,1
89.0,Georg Friedrich Trott,,,Georg Samuel Friedrich Trott,89,poi-1,Georg Friedrich Trott,1
89.0,Georg Friedrich Trott,,,Georg Samuel Friedrich Trott,89,poi-1,Georg Friedrich Trott,1
89.0,Georg Samuel Friedrich Trott,,,Georg Samuel Friedrich Trott,89,poi-1,Georg Samuel Friedrich Trott,7
90.0,Anselm Franz Ernst Freiherr von Warsberg,,,Anselm Franz Ernst von Warsberg,90,poi-1,Anselm Franz Ernst von Warsberg,34
90.0,Anselm Franz Ernst Freiherr von Warsberg,,,Anselm Franz Ernst von Warsberg,90,poi-1,Anselm Franz Ernst von Warsberg,34
90.0,Anselm Franz Ernst Freiherr von Warsberg,Geheimer Rat,,Anselm Franz Ernst von Warsberg,90,poi-1,Anselm Franz Ernst von Warsberg,34
90.0,Anselm Franz Ernst von Warsberg,,,Anselm Franz Ernst von Warsberg,90,poi-1,Anselm Franz Ernst von Warsberg,3
90.0,Anselm Franz Freiherr von Warsberg,,,Anselm Franz Ernst von Warsberg,90,poi-1,Anselm Franz Ernst von Warsberg,1
91.0,Johann Adolph Weltz,,,Johann Adolph Weltz,91,poi-1,Johann Adolph Weltz,23
91.0,Johann Adolph Weltz,Wältz,,Johann Adolph Weltz,91,poi-1,Johann Adolph Weltz,23
91.0,Johann Adolph Weltz,,,Johann Adolph Weltz,91,poi-1,Johann Adolph Weltz,23
92.0,Eberhard Sigmund Wincop,,,Eberhardus Sigismundus Winkopp,92,0,Eberhard Sigmund Wincop,55
92.0,Eberhard Sigmund Wincop,,,Eberhardus Sigismundus Winkopp,92,0,Eberhard Sigmund Wincop,55
92.0,Eberhardus Sigismundus Winkopp,,,Eberhardus Sigismundus Winkopp,92,0,Eberhard Sigmund Wincop,3
93.0,Johannes Matthias Wincop,,,Johannes Matthias Wikopp,93,0,Johannes Matthias Wincop,2
93.0,Johannes Matthias Wincop ,,,Johannes Matthias Wikopp,93,0,Johannes Matthias Wincop ,2
94.0,[Wilhelm Heinrich] Wincop,,,Wilhelm Heinrich Winkopp,,poi-1,Wilhelm Heinrich Wincop,4
