place_old;place_new;comment_fs;suffix;community;region_1;region_2;continent;variant_1;variant_2;variant_3;Source
Götzingheimensis;Götzingheim;;;;;;Europe;;;;Universitätsmatrikeln
Gouda;Gouda;;;;;;Europe;;;;Universitätsmatrikeln
Gr: Heybach;Gr: Heybach;;;;;;Europe;;;;HassiaSuperior
Gradipetraeus;Gradipetraeus;;;;;;Europe;;;;Universitätsmatrikeln
Gräfendorf;Gräfendorf;;;;;;Europe;;;;Universitätsmatrikeln
Gräfenthal;Gräfenthal;;;;;;Europe;;;;ProfAPI
Gräfentonna;Gräfentonna;;;;;;Europe;;;;ProfAPI
Grafiensis;Grafi;;;;;;Europe;;;;Universitätsmatrikeln
Graftelensis;Graftel;;;;;;Europe;;;;Universitätsmatrikeln
Gravenmacheren;Gravenmacheren;;;;;;Europe;;;;Universitätsmatrikeln
Gräventhal;Gräventhal;;;;;;Europe;;;;ProfAPI
Graz;Graz;;;;;;Europe;;;;ProfAPI
Grebenaw;Grebenaw;;;;;;Europe;;;;HassiaSuperior
Greichingen;Greichingen;;;;;;Europe;;;;Universitätsmatrikeln
Greiffenstein;Greiffenstein;;;;;;Europe;;;;HassiaSuperior
Greiz;Greiz;;;;;;Europe;;;;ProfAPI
Greiz in der Grafschaft Reuss-Obergreiz;Greiz, Grafschaft Reuss-Obergreiz;;;;;;Europe;;;;ProfAPI
Greußen;Greußen;;;;;;Europe;;;;ProfAPI
Grevenstein;Grevenstein;;;;;;Europe;;;;Universitätsmatrikeln
Grevensteinio-Serkenradensis;Grevensteinio-Serkenrad;;;;;;Europe;;;;Universitätsmatrikeln
Griechenland;Griechenland;;;;;;Europe;;;;ProfAPI
Grinfelt;Grinfelt;;;;;;Europe;;;;HassiaSuperior
Grisfeldensis;Grisfeld;;;;;;Europe;;;;Universitätsmatrikeln
Groensingen;Groensingen;;;;;;Europe;;;;Universitätsmatrikeln
Gronsberg;Gronsberg;;;;;;Europe;;;;HassiaSuperior
Gros Grotzenburgensis;Großgrotzenburg;;;;;;Europe;;;;Universitätsmatrikeln
Gros Winternheimensis;Großwinternheim;;;;;;Europe;;;;Universitätsmatrikeln
Groschlattengrün bei Marktredwitz;Groschlattengrün, Marktredwitz;;bei Marktredwitz;;;;Europe;;;;ProfAPI
Groschlattengrün bei Marktredwitz;Groschlattengrün, Marktredwitz;Zusatzinfo zwecks Identifikation;;;;;Europe;;;;Jahns/Erfurt
Grosgraecenburge;Grosgraecenburge;;;;;;Europe;;;;Universitätsmatrikeln
Grosgrocenbergensis;Grosgrocenberg;;;;;;Europe;;;;Universitätsmatrikeln
Grosgrocenburgensis;Grosgrocenburg;;;;;;Europe;;;;Universitätsmatrikeln
Grosheibacensis;Grosheibac;;;;;;Europe;;;;Universitätsmatrikeln
Grosheubacensis;Grosheubac;;;;;;Europe;;;;Universitätsmatrikeln
Grosheubach;Grosheubach;;;;;;Europe;;;;Universitätsmatrikeln
Groshoechstensis;Groshoechst;;;;;;Europe;;;;Universitätsmatrikeln
Grosostheim;Grosostheim;;;;;;Europe;;;;Universitätsmatrikeln
Grosostheimensis;Grosostheim;;;;;;Europe;;;;Universitätsmatrikeln
Gros-Ostheimensis;Gros-Ostheim;;;;;;Europe;;;;Universitätsmatrikeln
Gross Ostheimensis;Großostheim;;;;;;Europe;;;;Universitätsmatrikeln
Groß Sömmerda, Amt;Groß Sömmerda, Amt;;;;;;Europe;;;;ProfAPI
Großauheim;Großauheim;;;;;;Europe;;;;Universitätsmatrikeln
Grossauheimensis;Grossauheim;;;;;;Europe;;;;Universitätsmatrikeln
Großbartloff;Großbartloff;;;;;;Europe;;;;ProfAPI
Groß-Bartloff/Eichsf;Groß-Bartloff, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Großbartloff/Eichsfeld;Großbartloff, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Grossenbacensis;Grossenbac;;;;;;Europe;;;;Universitätsmatrikeln
Grossheibacensis;Grossheibac;;;;;;Europe;;;;Universitätsmatrikeln
Großheubacensis;Großheubach;;;;;;Europe;;;;Universitätsmatrikeln
Großheubach;Großheubach;;;;;;Europe;;;;Universitätsmatrikeln
Großlangenheim;Großlangenheim;;;;;;Europe;;;;Universitätsmatrikeln
Großmölsen bei Erfurt;Großmölsen, Erfurt;;bei Erfurt;;;;Europe;;;;ProfAPI
Großostheim;Großostheim;;;;;;Europe;;;;ProfAPI
Groß-Ostheim;Groß-Ostheim;;;;;;Europe;;;;Universitätsmatrikeln
Grossostheimensis;Grossostheim;;;;;;Europe;;;;Universitätsmatrikeln
Groß-Ostheimensis;Großostheim;;;;;;Europe;;;;Universitätsmatrikeln
Großsömmerda;Großsömmerda;;;;;;Europe;;;;ProfAPI
Groß-Sömmerda;Groß-Sömmerda;;;;;;Europe;;;;ProfAPI
Groß-Steinheim am Main;Groß-Steinheim am Main;;;;;;Europe;;;;ProfAPI
Großvargula;Großvargula;;;;;;Europe;;;;ProfAPI
Großwal;Großwal;;;;;;Europe;;;;Universitätsmatrikeln
Grosswallstadianus;Großwallstadt;;;;;;Europe;;;;Universitätsmatrikeln
Großwallstadt;Großwallstadt;;;;;;Europe;;;;Universitätsmatrikeln
Großwinternheim;Großwallstadt;;;;;;Europe;;;;Universitätsmatrikeln
Großwinternheimensis;Großwallstadt;;;;;;Europe;;;;Universitätsmatrikeln
Groswaldstadiensis;Großwallstadt;;;;;;Europe;;;;Universitätsmatrikeln
Groswalstadianus;Großwallstadt;;;;;;Europe;;;;Universitätsmatrikeln
Groswelzheimensis;Groswelzheim;;;;;;Europe;;;;Universitätsmatrikeln
Groswinternheimensis;Groswinternheim;;;;;;Europe;;;;Universitätsmatrikeln
Grumbacensis;Grumbach;;;;;;Europe;;;;Universitätsmatrikeln
Grunaw;Grunaw;;;;;;Europe;;;;HassiaSuperior
Grünberg;Grünberg;;;;;;Europe;;;;HassiaSuperior
Grünberg/Hessen;Grünberg, Hessen;;;;;;Europe;;;;Universitätsmatrikeln
Gruningensis;Gruning;;;;;;Europe;;;;Universitätsmatrikeln
Grünsfeldensis;Grünsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Grünstadianus;Grünstad;;;;;;Europe;;;;Universitätsmatrikeln
Guben;Guben;;;;;;Europe;;;;Universitätsmatrikeln
Gudensberg;Gudensberg;;;;;;Europe;;;;Universitätsmatrikeln
Gündersblum;Gündersblum;;;;;;Europe;;;;HassiaSuperior
Gundheimensis;Gundheim;;;;;;Europe;;;;Universitätsmatrikeln
Gunsenheimensis;Gunsenheim;;;;;;Europe;;;;Universitätsmatrikeln
Guntersblum;Guntersblum;;;;;;Europe;;;;Universitätsmatrikeln
Guntzburgensis;Guntzburg;;;;;;Europe;;;;Universitätsmatrikeln
Guntzenheim;Guntzenheim;;;;;;Europe;;;;Universitätsmatrikeln
Guntzenheimensis;Guntzenheim;;;;;;Europe;;;;Universitätsmatrikeln
Gunzenheim;Gunzenheim;;;;;;Europe;;;;Universitätsmatrikeln
Gunzenheimensis;Gunzenheim;;;;;;Europe;;;;Universitätsmatrikeln
Gustafburg ;Gustafburg ;;;;;;Europe;;;;HassiaSuperior
Gut Emmerichshofen bei Hanau;Gut Emmerichshofen bei Hanau;;;;;;Europe;;;;ProfAPI
Gut Emmerichshofen bei Hanau];Gut Emmerichshofen bei Hanau];;;;;;Europe;;;;ProfAPI
Gut Emmerichshofen bei Hanau];Gut Emmerichshofen bei Hanau];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Gut Geschwende;Gut Geschwende;;;;;;Europe;;;;ProfAPI
Güttingen;Güttingen;;;;;;Europe;;;;Universitätsmatrikeln
Gymbornensis;Gymborn;;;;;;Europe;;;;Universitätsmatrikeln
Ha⁄furt;Ha⁄furt;;;;;;Europe;;;;Universitätsmatrikeln
Haarheim;Haarheim;;;;;;Europe;;;;Universitätsmatrikeln
Habizheim;Habizheim;;;;;;Europe;;;;Universitätsmatrikeln
Hachenburgensis;Hachenburg;;;;;;Europe;;;;Universitätsmatrikeln
Hackenheimensis;Hackenheim;;;;;;Europe;;;;Universitätsmatrikeln
Hadamar;Hadamar;;;;;;Europe;;;;ProfAPI
Hadamariensis;Hadamari;;;;;;Europe;;;;Universitätsmatrikeln
Hadamarius;Hadamarius;;;;;;Europe;;;;Universitätsmatrikeln
Haddenheimensis;Haddenheim;;;;;;Europe;;;;Universitätsmatrikeln
Hademar;Hademar;;;;;;Europe;;;;Universitätsmatrikeln
Hademariensis;Hademari;;;;;;Europe;;;;Universitätsmatrikeln
Hademer;Hademer;;;;;;Europe;;;;HassiaSuperior
Haen;Haen;;;;;;Europe;;;;HassiaSuperior
Haeren;Haeren;;;;;;Europe;;;;Universitätsmatrikeln
Hagae;Hagae;;;;;;Europe;;;;Universitätsmatrikeln
Haganoensis;Hagano;;;;;;Europe;;;;Universitätsmatrikeln
Hagenau;Hagenau;;;;;;Europe;;;;Universitätsmatrikeln
Hagenburga-Saynensis;Hagenburga-Sayn;;;;;;Europe;;;;Universitätsmatrikeln
Hagenburgensis;Hagenburg;;;;;;Europe;;;;Universitätsmatrikeln
Hagenhusanus;Hagenhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Hagenoensis;Hageno;;;;;;Europe;;;;Universitätsmatrikeln
Hagiopolitanus;Hagiopolitanus;;;;;;Europe;;;;Universitätsmatrikeln
Hagnoensis;Hagno;;;;;;Europe;;;;Universitätsmatrikeln
Hailgartensis;Hailgart;;;;;;Europe;;;;Universitätsmatrikeln
Hainchen;Hainchen;;;;;;Europe;;;;Universitätsmatrikeln
Haindgensis;Haindg;;;;;;Europe;;;;Universitätsmatrikeln
Hainensis;Hain;;;;;;Europe;;;;Universitätsmatrikeln
Hainstadt;Hainstadt;;;;;;Europe;;;;Universitätsmatrikeln
Halansianus;Halans;;;;;;Europe;;;;Universitätsmatrikeln
Halanzy;Halanzy;;;;;;Europe;;;;Universitätsmatrikeln
Halberstadt;Halberstadt;;;;;;Europe;;;;ProfAPI
Halgartensis;Halgart;;;;;;Europe;;;;Universitätsmatrikeln
Hall;Hall;;;;;;Europe;;;;Universitätsmatrikeln
Halle;Halle;;;;;;Europe;;;;ProfAPI
Hallenberg/Westf;Hallenberg, Westf;;;;;;Europe;;;;Universitätsmatrikeln
Hallenbergensis;Hallenberg;;;;;;Europe;;;;Universitätsmatrikeln
Hallensis;Hall;;;;;;Europe;;;;Universitätsmatrikeln
Hallgarten;Hallgarten;;;;;;Europe;;;;Universitätsmatrikeln
Hallgartensis;Hallgart;;;;;;Europe;;;;Universitätsmatrikeln
Hallgartensis/Rheingau;Hallgart, Rheingau;;;;;;Europe;;;;Universitätsmatrikeln
Halneck;Halneck;;;;;;Europe;;;;HassiaSuperior
Halsbach;Halsbach;;;;;;Europe;;;;HassiaSuperior
Halsenbacensis;Halsenbac;;;;;;Europe;;;;Universitätsmatrikeln
Haltgart;Haltgart;;;;;;Europe;;;;Universitätsmatrikeln
Halver;Halver;;;;;;Europe;;;;Universitätsmatrikeln
Halzenbacensis;Halzenbac;;;;;;Europe;;;;Universitätsmatrikeln
Ham;Ham;;;;;;Europe;;;;HassiaSuperior
Hambacensis;Hambac;;;;;;Europe;;;;Universitätsmatrikeln
Hambuch;Hambuch;;;;;;Europe;;;;Universitätsmatrikeln
Hamburg;Hamburg;;;;;;Europe;;;;ProfAPI
Hamburgensis;Hamburg;;;;;;Europe;;;;Universitätsmatrikeln
Hamelburg;Hamelburg;;;;;;Europe;;;;HassiaSuperior
Hameln;Hameln;;;;;;Europe;;;;ProfAPI
Hamm;Hamm;;;;;;Europe;;;;ProfAPI
Hammelburg;Hammelburg;;;;;;Europe;;;;ProfAPI
Hammelburgensis;Hammelburg;;;;;;Europe;;;;Universitätsmatrikeln
Hammerstein;Hammerstein;;;;;;Europe;;;;HassiaSuperior
Hammersteinensis;Hammerstein;;;;;;Europe;;;;Universitätsmatrikeln
Hamonens;Hamonens;;;;;;Europe;;;;Universitätsmatrikeln
Hanau;Hanau;;;;;;Europe;"Neu-Hanau; Alt-Hanau";;;G / 1689 Oktober 19
Hanau;Hanau;;;;;;Europe;;;;ProfAPI
Hanau-Steinheim;Hanau-Steinheim;;;;;;Europe;"Steinheim; Groß-Steinheim; Klein-Steinheim";;;G / 1669 Januar 24
Hanaw];Hanaw];;;;;;Europe;;;;HassiaSuperior
Hanbergensis;Hanberg;;;;;;Europe;;;;Universitätsmatrikeln
Hangenmeilingen;Hangenmeilingen;;;;;;Europe;;;;Universitätsmatrikeln
Hannover;Hannover;;;;;;Europe;;;;ProfAPI
Hans;Hans;;;;;;Europe;;;;Universitätsmatrikeln
Hapay;Hapay;;;;;;Europe;;;;Universitätsmatrikeln
Harburg;Harburg;;;;;;Europe;;;;ProfAPI
Harburg, Amt;Harburg, Amt;;;;;;Europe;;;;ProfAPI
HardesselanoHannoveranus;HardesselanoHannoveranus;;;;;;Europe;;;;Universitätsmatrikeln
Hardheimensis;Hardheim;;;;;;Europe;;;;Universitätsmatrikeln
Hardtheimensis;Hardtheim;;;;;;Europe;;;;Universitätsmatrikeln
Harheim;Harheim;;;;;;Europe;;;;Universitätsmatrikeln
Harheimensis;Harheim;;;;;;Europe;;;;Universitätsmatrikeln
Harloß flu:;Harloß,  Fluss;;;;;;Europe;;;;HassiaSuperior
Harmontensis;Harmont;;;;;;Europe;;;;Universitätsmatrikeln
Hartenfels;Hartenfels;;;;;;Europe;;;;Universitätsmatrikeln
Hartheim;Hartheim;;;;;;Europe;;;;Universitätsmatrikeln
Hartheimensis;Hartheim;;;;;;Europe;;;;Universitätsmatrikeln
Hartöller;Hartöller;;;;;;Europe;;;;Universitätsmatrikeln
Hasfurtensis/Franken;Hasfurt, Franken;;;;;;Europe;;;;Universitätsmatrikeln
Hasselbacensis;Hasselbac;;;;;;Europe;;;;Universitätsmatrikeln
Hasselensis;Hassel;;;;;;Europe;;;;Universitätsmatrikeln
Haßfurt;Haßfurt;;;;;;Europe;;;;Universitätsmatrikeln
HASSIA SUPERIORA;HASSIA SUPERIORA;;;;;;Europe;;;;HassiaSuperior
Hasso-Amoeneburg;Hasso-Amoeneburg;;;;;;Europe;;;;Universitätsmatrikeln
HassoCassellanus;HassoCassellanus;;;;;;Europe;;;;Universitätsmatrikeln
Hasso-Mardorffensis;Hasso-Mardorff;;;;;;Europe;;;;Universitätsmatrikeln
Hasso-Neostadianus;Hasso-Neostad;;;;;;Europe;;;;Universitätsmatrikeln
Hassovio-Hadamarus;Hassovio-Hadamarus;;;;;;Europe;;;;Universitätsmatrikeln
Hassrigensis;Hassrig;;;;;;Europe;;;;Universitätsmatrikeln
Hassus;Hassus;;;;;;Europe;;;;Universitätsmatrikeln
Hatamariensis;Hatamari;;;;;;Europe;;;;Universitätsmatrikeln
Hattamar;Hattamar;;;;;;Europe;;;;Universitätsmatrikeln
Hattamariensis;Hattamari;;;;;;Europe;;;;Universitätsmatrikeln
Hattenheim;Hattenheim;;;;;;Europe;;;;Universitätsmatrikeln
Hattenheimensis;Hattenheim;;;;;;Europe;;;;Universitätsmatrikeln
Hattersheim;Hattersheim;;;;;;Europe;;;;Universitätsmatrikeln
Hattersheimensis;Hattersheim;;;;;;Europe;;;;Universitätsmatrikeln
Hattesheimensis;Hattesheim;;;;;;Europe;;;;Universitätsmatrikeln
Hattingensis;Hatting;;;;;;Europe;;;;Universitätsmatrikeln
Hattstein;Hattstein;;;;;;Europe;;;;Universitätsmatrikeln
Hatzenbiel;Hatzenbiel;;;;;;Europe;;;;Universitätsmatrikeln
Haus Lauvenburg bei Nemmenich;Haus Lauvenburg bei Nemmenich;;;;;;Europe;;;;ProfAPI
Hausanus;Hausanus;;;;;;Europe;;;;Universitätsmatrikeln
Hausen;Hausen;;;;;;Europe;;;;Universitätsmatrikeln
Hausensis;Haus;;;;;;Europe;;;;Universitätsmatrikeln
Haussen;Haussen;;;;;;Europe;;;;HassiaSuperior
Haussensis;Hauss;;;;;;Europe;;;;Universitätsmatrikeln
Hautem-Saint-Lievin;Hautem-Saint-Lievin;;;;;;Europe;;;;Universitätsmatrikeln
Haynensis;Hayn;;;;;;Europe;;;;Universitätsmatrikeln
Hebdielensis;Hebdiel;;;;;;Europe;;;;Universitätsmatrikeln
Hechheim ;Hechheim ;;;;;;Europe;;;;HassiaSuperior
Hechingen;Hechingen;;;;;;Europe;;;;ProfAPI
Hechingensis;Heching;;;;;;Europe;;;;Universitätsmatrikeln
Hechtsheim;Hechtsheim;;;;;;Europe;;;;Universitätsmatrikeln
Hechtsheimensis;Hechtsheim;;;;;;Europe;;;;Universitätsmatrikeln
Hederafont;Hederafont;;;;;;Europe;;;;Universitätsmatrikeln
Heichelheimensis;Heichelheim;;;;;;Europe;;;;Universitätsmatrikeln
Heidelberg;Heidelberg;;;;;;Europe;;;;ProfAPI
Heidelberg];Heidelberg];;;;;;Europe;;;;ProfAPI
Heidelberg];Heidelberg];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Heidelbergensis;Heidelberg;;;;;;Europe;;;;Universitätsmatrikeln
Heidenfeldensis;Heidenfeld;;;;;;Europe;;;;Universitätsmatrikeln
Heidensis;Heid;;;;;;Europe;;;;Universitätsmatrikeln
Heidersheimensis;Heidersheim;;;;;;Europe;;;;Universitätsmatrikeln
Heidesheim;Heidesheim;;;;;;Europe;;;;Universitätsmatrikeln
Heidesheimensis;Heidesheim;;;;;;Europe;;;;Universitätsmatrikeln
Heidingsfeld;Heidingsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Heilbad Heiligenstadt;Heilbad Heiligenstadt;;;;;;Europe;;;;ProfAPI
Heiligeastadt;Heiligeastadt;;;;;;Europe;;;;Universitätsmatrikeln
Heiligenstad;Heiligenstad;;;;;;Europe;;;;Universitätsmatrikeln
Heiligenstadianus;Heiligenstad;;;;;;Europe;;;;Universitätsmatrikeln
Heiligenstadianus/Eichsf;Heiligenstad, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Heiligenstadlanus;Heiligenstadlanus;;;;;;Europe;;;;Universitätsmatrikeln
Heiligenstadt;Heiligenstadt;;;;;;Europe;;;;ProfAPI
Heiligenstadt auf dem Eichsfelde;Heiligenstadt auf dem Eichsfelde;;;;;;Europe;;;;ProfAPI
Heiligenstadt, Eichsfeld (heute: Heilbad Heiligenstadt);Heiligenstadt;;;;;;Europe;;;;ProfAPI
Heiligenstadt/Eichsf;Heiligenstadt, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Heiligenstadt/Eichsfeld;Heiligenstadt, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Heimbacensis;Heimbac;;;;;;Europe;;;;Universitätsmatrikeln
Heimig;Heimig;;;;;;Europe;;;;Universitätsmatrikeln
Heimsbergensis;Heimsberg;;;;;;Europe;;;;Universitätsmatrikeln
Heinfeldensis;Heinfeld;;;;;;Europe;;;;Universitätsmatrikeln
Heinsbergensis;Heinsberg;;;;;;Europe;;;;Universitätsmatrikeln
Heinstadianus;Heinstad;;;;;;Europe;;;;Universitätsmatrikeln
Heinzebacensis;Heinzebac;;;;;;Europe;;;;Universitätsmatrikeln
Heissenstamm;Heissenstamm;;;;;;Europe;;;;Universitätsmatrikeln
Heit;Heit;;;;;;Europe;;;;Universitätsmatrikeln
Helckheimiensis;Helckheimi;;;;;;Europe;;;;Universitätsmatrikeln
Heldenbergensis;Heldenberg;;;;;;Europe;;;;Universitätsmatrikeln
Heldensis;Held;;;;;;Europe;;;;Universitätsmatrikeln
Helferskirchensis;Helferskirch;;;;;;Europe;;;;Universitätsmatrikeln
Helinodorf;Helinodorf;;;;;;Europe;;;;Universitätsmatrikeln
Helllgenstadlanus;Helllgenstadlanus;;;;;;Europe;;;;Universitätsmatrikeln
Helmesdorffensis;Helmesdorff;;;;;;Europe;;;;Universitätsmatrikeln
Helmstädt;Helmstädt;;;;;;Europe;;;;ProfAPI
Helmstedt;Helmstedt;;;;;;Europe;;;;ProfAPI
Hemmerdensis/Westph;Hemmerd, Westph;;;;;;Europe;;;;Universitätsmatrikeln
Hemsbach;Hemsbach;;;;;;Europe;;;;Universitätsmatrikeln
Henningensis;Henning;;;;;;Europe;;;;Universitätsmatrikeln
Henrichsthalensis;Henrichsthal;;;;;;Europe;;;;Universitätsmatrikeln
Henricus;Henricus;;;;;;Europe;;;;Universitätsmatrikeln
Heovillanus;Heovillanus;;;;;;Europe;;;;Universitätsmatrikeln
Hepen;Hepen;;;;;;Europe;;;;Universitätsmatrikeln
Heplingen;Heplingen;;;;;;Europe;;;;Universitätsmatrikeln
Heppdielensis;Heppdiel;;;;;;Europe;;;;Universitätsmatrikeln
Heppendorf/Hzt;Heppendorf, Hzt;;;;;;Europe;;;;Universitätsmatrikeln
Heppenheim;Heppenheim;;;;;;Europe;;;;Universitätsmatrikeln
Heppenheimensi;Heppenheimensi;;;;;;Europe;;;;Universitätsmatrikeln
Heppenheimensis;Heppenheim;;;;;;Europe;;;;Universitätsmatrikeln
Herbern;Herbern;;;;;;Europe;;;;ProfAPI
Herbipolensis;Herbipol;;;;;;Europe;;;;Universitätsmatrikeln
Herbipolitanus;Herbipolitanus;;;;;;Europe;;;;Universitätsmatrikeln
Herbolsheimensis;Herbolsheim;;;;;;Europe;;;;Universitätsmatrikeln
Herborn;Herborn;;;;;;Europe;;;;HassiaSuperior
Herbornensis;Herborn;;;;;;Europe;;;;Universitätsmatrikeln
Herbstein;Herbstein;;;;;;Europe;;;;Universitätsmatrikeln
Herbsteinensis;Herbstein;;;;;;Europe;;;;Universitätsmatrikeln
Herbstelnensis;Herbstel;;;;;;Europe;;;;Universitätsmatrikeln
Herbstelnensls;Herbstel;;;;;;Europe;;;;Universitätsmatrikeln
Herchingen;Herchingen;;;;;;Europe;;;;HassiaSuperior
Herdringen;Herdringen;;;;;;Europe;;;;ProfAPI
Hermanstein;Hermanstein;;;;;;Europe;;;;HassiaSuperior
Hernsheim;Hernsheim;;;;;;Europe;;;;HassiaSuperior
Hernsheim, Stammschloss bei Worms;Hernsheim, Stammschloss bei Worms;;;;;;Europe;;;;ProfAPI
Hernsheimensis;Hernsheim;;;;;;Europe;;;;Universitätsmatrikeln
Herrnsheim;Herrnsheim;;;;;;Europe;;;;Universitätsmatrikeln
Herrnsheim bei Worms;Herrnsheim bei Worms;;;;;;Europe;;;;ProfAPI
Herrnsheimensis;Herrnsheim;;;;;;Europe;;;;Universitätsmatrikeln
Hersbacensis;Hersbac;;;;;;Europe;;;;Universitätsmatrikeln
Hersberg;Hersberg;;;;;;Europe;;;;HassiaSuperior
Hersfeld;Hersfeld;;;;;;Europe;;;;Universitätsmatrikeln
Hersfeldt;Hersfeldt;;;;;;Europe;;;;HassiaSuperior
Herstein;Herstein;;;;;;Europe;;;;HassiaSuperior
Herstein];Herstein];;;;;;Europe;;;;HassiaSuperior
Hersteinensis;Herstein;;;;;;Europe;;;;Universitätsmatrikeln
Hertzberg;Hertzberg;;;;;;Europe;;;;Universitätsmatrikeln
HervianoLimburgensis;HervianoLimburg;;;;;;Europe;;;;Universitätsmatrikeln
Herviensis;Hervi;;;;;;Europe;;;;Universitätsmatrikeln
Herxheim;Herxheim;;;;;;Europe;;;;Universitätsmatrikeln
Herxheimensis;Herxheim;;;;;;Europe;;;;Universitätsmatrikeln
Herzogenbusch (’s-Hertogenbosch);Herzogenbusch;;;;;;Europe; ’s-Hertogenbosch;;;ProfAPI
Herzogenbusch (’s-Hertogenbosch);Herzogenbusch;;;;;;Europe;;;;Jahns/Erfurt
Herzogtum Magdeburg;Herzogtum Magdeburg;;;;;;Europe;;;;ProfAPI
Heslingshofensis;Heslingshof;;;;;;Europe;;;;Universitätsmatrikeln
Heslocensis;Hesloc;;;;;;Europe;;;;Universitätsmatrikeln
Hessen;Hessen;;;;;;Europe;;;;ProfAPI
Hesslocensis;Hessloc;;;;;;Europe;;;;Universitätsmatrikeln
Hesweileranus;Hesweileranus;;;;;;Europe;;;;Universitätsmatrikeln
Hetforden;Hetforden;;;;;;Europe;;;;ProfAPI
Hettenhelmensis;Hettenhelm;;;;;;Europe;;;;Universitätsmatrikeln
Hettingensis;Hetting;;;;;;Europe;;;;Universitätsmatrikeln
Heubacensis;Heubac;;;;;;Europe;;;;Universitätsmatrikeln
Heubach;Heubach;;;;;;Europe;;;;Universitätsmatrikeln
Heusenstamensis;Heusenstam;;;;;;Europe;;;;Universitätsmatrikeln
Heusenstamm;Heusenstamm;;;;;;Europe;;;;Universitätsmatrikeln
Heusenstammensis;Heusenstamm;;;;;;Europe;;;;Universitätsmatrikeln
Heussenstammensis;Heussenstamm;;;;;;Europe;;;;Universitätsmatrikeln
Heuten;Heuten;;;;;;Europe;;;;Universitätsmatrikeln
Heutensis;Heut;;;;;;Europe;;;;Universitätsmatrikeln
Heuthensis;Heuth;;;;;;Europe;;;;Universitätsmatrikeln
Hexheimensis;Hexheim;;;;;;Europe;;;;Universitätsmatrikeln
Heydensis;Heyd;;;;;;Europe;;;;Universitätsmatrikeln
Heydesheim;Heydesheim;;;;;;Europe;;;;Universitätsmatrikeln
Heydesheimensis;Heydesheim;;;;;;Europe;;;;Universitätsmatrikeln
Heydingfeldensis;Heydingfeld;;;;;;Europe;;;;Universitätsmatrikeln
Heydingsfeldensis;Heydingsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Heydingsfeldt;Heydingsfeldt;;;;;;Europe;;;;HassiaSuperior
Heyer;Heyer;;;;;;Europe;;;;HassiaSuperior
Heygrumbacensis;Heygrumbac;;;;;;Europe;;;;Universitätsmatrikeln
Heymighausanus;Heymighausanus;;;;;;Europe;;;;Universitätsmatrikeln
Heystrensis;Heystr;;;;;;Europe;;;;Universitätsmatrikeln
Hilbersheimensis;Hilbersheim;;;;;;Europe;;;;Universitätsmatrikeln
Hild[esheim?];Hild[esheim?];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Hilders;Hilders;;;;;;Europe;;;;Universitätsmatrikeln
Hildesheim;Hildesheim;;;;;;Europe;;;;ProfAPI
Hildesheim?];Hildesheim?];;;;;;Europe;;;;ProfAPI
Hildesheim];Hildesheim];;;;;;Europe;;;;ProfAPI
Hildesheim];Hildesheim];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Hildesheimensis;Hildesheim;;;;;;Europe;;;;Universitätsmatrikeln
Hildesianus;Hildes;;;;;;Europe;;;;Universitätsmatrikeln
Hildesiensis;Hildesi;;;;;;Europe;;;;Universitätsmatrikeln
Hillesheimensis;Hillesheim;;;;;;Europe;;;;Universitätsmatrikeln
Hillesheiraensis;Hillesheira;;;;;;Europe;;;;Universitätsmatrikeln
Hilmes;Hilmes;;;;;;Europe;;;;HassiaSuperior
Hilscheidensis;Hilscheid;;;;;;Europe;;;;Universitätsmatrikeln
Hilvarenbeek/Brabant;Hilvarenbeek, Brabant;;;;;;Europe;;;;Universitätsmatrikeln
Himbach;Himbach;;;;;;Europe;;;;HassiaSuperior
Hirschberg/Westphalia;Hirschberg, Westphalia;;;;;;Europe;;;;Universitätsmatrikeln
Hirschhornensis;Hirschhorn;;;;;;Europe;;;;Universitätsmatrikeln
Hirschsteinensis;Hirschstein;;;;;;Europe;;;;Universitätsmatrikeln
Hirsfeld;Hirsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Hirstein;Hirstein;;;;;;Europe;;;;Universitätsmatrikeln
Hirtzberg;Hirtzberg;;;;;;Europe;;;;HassiaSuperior
Hirtzenacensis;Hirtzenach;;;;;;Europe;;;;Universitätsmatrikeln
Hispanus;Spanien;;;;;;Europe;;;;Universitätsmatrikeln
Hochdorf;Hochdorf;;;;;;Europe;;;;Universitätsmatrikeln
Hocheimensis;Hocheim;;;;;;Europe;;;;Universitätsmatrikeln
