,place_name,id
2108,Großwallstadt,2914890
2109,Großwallstadt,2914890
2110,Großwallstadt,2914890
2111,Großvargula,2914923
2112,Großvargula,2914923
2113,Groß-Umstadt,2914929
2114,Groß-Umstadt,2914929
2115,Groß-Umstadt,2914929
2116,Großostheim,2915196
2117,Großostheim,2915196
2118,Großostheim,2915196
2119,Großostheim,2915196
2120,Großostheim,2915196
2121,Großostheim,2915196
2122,Großostheim,2915196
2123,Großostheim,2915196
2124,Großmölsen,2915255
2125,Großlangheim,2915349
2126,Großkrotzenburg,2915372
2127,Großkrotzenburg,2915372
2128,Großkrotzenburg,2915372
2129,Großkrotzenburg,2915372
2130,Großheubach,2915511
2131,Großheubach,2915511
2132,Großheubach,2915511
2133,Großheubach,2915511
2134,Großheubach,2915511
2135,Großheubach,2915511
2136,Großheubach,2915511
2137,Gerau,2915613
2138,Gerau,2915613
2139,Großenehrich ,2916643
2140,Großenbach (Hünfeld),2916671
2141,Großbartloff,2917002
2142,Großbartloff,2917002
2143,Großbartloff,2917002
2144,Großbartloff,2917002
2145,Großbartloff,2917002
2146,Großauheim,2917032
2147,Großauheim,2917032
2148,Groschlattengrün,2917075
2149,Groschlattengrün,2917075
2150,Grevenstein,2917526
2151,Greußen,2917579
2152,Greiz,2917737
2153,Greiz,2917737
2154,Gräfentonna,2918268
2155,Gräfenthal,2918271
2156,Gräfenthal,2918271
2157,Gräfendorf,2918338
2158,Göttingen,2918632
2159,Göttingen,2918632
2160,Göttingen,2918632
2161,Sachsen-Gotha,2918752
2162,Gotha,2918752
2163,Mainz-Gonsenheim,2919095
2164,Mainz-Gonsenheim,2919095
2165,Mainz-Gonsenheim,2919095
2166,Mainz-Gonsenheim,2919095
2167,Mainz-Gonsenheim,2919095
2168,Mainz-Gonsenheim,2919095
2169,Mainz-Gonsenheim,2919095
2170,Goldbach (Unterfranken),2919438
2171,Goldbach (Unterfranken),2919438
2172,Goldbach (Unterfranken),2919438
2173,Göcklingen,2919610
2174,Goch,2919625
2175,Goch,2919625
2176,Gleichenstein,2919995
2177,Glatten,2920041
2178,Glashütten/ Hessen,2920085
2179,Glashofen,2920124
2180,Glan-Münchweiler,2920197
2181,Gissigheim,2920273
2182,Ginseldorf,2920332
2183,Marienheide-Gimborn,2920378
2184,Gießen,2920512
2185,Giershagen,2920591
2186,Gieboldehausen,2920645
2187,Gieboldehausen,2920645
2188,Gieboldehausen,2920645
2189,Gieboldehausen,2920645
2190,Gieboldehausen,2920645
2191,Gieboldehausen,2920645
2192,Gieboldehausen,2920645
2193,Gieboldehausen,2920645
2194,Gieboldehausen,2920645
2195,Gibelstadt,2920652
2196,Geseke,2920834
2197,Geseke,2920834
2198,Geseke,2920834
2199,Geschwenda,2920837
2200,Gerresheim,2920958
2201,Gerolzhofen/ Unterfranken,2920959
2202,Gerolzhofen/ Unterfranken,2920959
2203,Gernsheim,2920994
2204,Gernsheim,2920994
2205,Gernsbach,2920997
2206,Gernsbach,2920997
2207,Gernrode,2920999
2208,Gernrode,2920999
2209,Gernrode,2920999
2210,Germersheim,2921034
2211,Germersheim,2921034
2212,Germershausen,2921035
2213,Gerlachsheim,2921082
2214,Gerbershausen,2921179
2215,Gerbershausen,2921179
2216,Gerbershausen,2921179
2217,Georgenthal,2921261
2218,Gemünden am Main,2921379
2219,Gemünden am Main,2921379
2220,Gemünd/  Schleiden,2921383
2221,Gelsenkirchen,2921466
2222,Geldern,2921528
2223,Geldern,2921528
2224,Geldern,2921528
2225,Geldern,2921528
2226,Geldern,2921528
2227,Geismar,2921642
2228,Geisleden,2921664
2229,Geisleden,2921664
2230,Geisleden,2921664
2231,Geisleden,2921664
2232,Geisenheim,2921707
2233,Geisenheim,2921707
2234,Geisenheim,2921707
2235,Geisenheim,2921707
2236,Geisenheim,2921707
2237,Geisa,2921816
2238,Geisa,2921816
2239,Geisa,2921816
2240,Geisa,2921816
2241,Geinsheim (Neustadt),2921819
2242,Heinsberg,2921837
2243,Heinsberg,2921837
2244,Gehren,2921996
2245,Gehrden,2922008
2246,Gechingen,2922136
2247,Gau-Odernheim,2922245
2248,Gaulsheim,2922260
2249,Gauernitz,2922283
2250,Gau-Bickelheim,2922305
2251,Gau-Bickelheim,2922305
2252,Gau-Bickelheim,2922305
2253,Gau-Bickelheim,2922305
2254,Gau-Bickelheim,2922305
2255,Gau-Bickelheim,2922305
2256,Algesheim,2922309
2257,Algesheim,2922309
2258,Algesheim,2922309
2259,Gau-Algesheim,2922309
2260,Gau-Algesheim,2922309
2261,Gau-Algesheim,2922309
2262,Gau-Algesheim,2922309
2263,Gau-Algesheim,2922309
2264,Gau-Algesheim,2922309
2265,Garbenheim,2922596
2266,Gappenach,2922604
2267,Gabsheim,2923428
2268,Gabsheim,2923428
2269,Fussingen,2923499
2270,Fürth,2923544
2271,Fürth,2923544
2272,Fürstenwalde (Altenberg),2923589
2273,Fürstenberg/ Westfalen,2923640
2274,Fulda,2923822
2275,Fulda,2923822
2276,Fulda,2923822
2277,Fritzlar,2924326
2278,Fritzlar,2924326
2279,Fritzlar,2924326
2280,Fritzlar,2924326
2281,Fritzlar,2924326
2282,Edingen/ Mannheim,2924606
2283,Friedelshausen,2924775
2284,Friedberg (Hessen),2924802
2285,Friedberg (Hessen),2924802
2286,Friedberg (Hessen),2924802
2287,Friedberg (Hessen),2924802
2288,Friedberg (Hessen),2924802
2289,Friedberg (Hessen),2924802
2290,Wetterau,2924802
2291,Wetterau,2924802
2292,Frickhofen,2924827
2293,Frickhofen,2924827
2295,Freudenberg am Main,2924916
2296,Freudenberg am Main,2924916
2297,Freudenberg am Main,2924916
2298,Fretterode,2924936
2299,Fretterode,2924936
2300,Freisbach,2925047
2301,Laubersheim,2925079
2302,Breisgau,2925177
2303,Freiburg im Breisgau,2925177
2304,Freiburg im Breisgau,2925177
2305,Freiberg,2925192
2306,Bad Fredeburg,2925240
2307,Wiesbaden-Frauenstein,2925307
2308,Wiesbaden-Frauenstein,2925307
2309,Frankfurt am Main,2925533
2310,Frankfurt am Main,2925533
2311,Frankfurt am Main,2925533
2312,Frankfurt am Main,2925533
2313,Frankfurt am Main,2925533
2314,Frankfurt am Main,2925533
2315,Frankfurt am Main,2925533
2316,Frankfurt am Main,2925533
2317,Frankfurt am Main,2925533
2318,Frankfurt am Main,2925533
2319,Frankfurt am Main,2925533
2320,Frankfurt am Main,2925533
2321,Frankfurt am Main,2925533
2322,Frankfurt am Main,2925533
2323,Frankfurt am Main,2925533
2324,Hessen,2925533
2325,Hessen,2925533
2326,Hessen,2925533
2327,Frankfurt am Main,2925533
2328,Frankfurt an der Oder,2925535
2329,Frankenthal (Pfalz),2925550
2330,Frankenthal (Pfalz),2925550
2331,Frankenthal (Pfalz),2925550
2332,Frankenthal (Pfalz),2925550
2333,Frankenberg (Eder),2925629
2334,Frankenberg (Eder),2925629
2335,Frankenberg (Eder),2925629
2336,Frammersbach,2925665
2337,Frammersbach,2925665
2338,Frammersbach,2925665
2339,Forst (Baden),2925848
2340,Forst (Baden),2925848
2341,Forchheim,2925910
2342,Forchheim,2925910
2343,Forchheim,2925910
2344,Flörsheim,2926120
2345,Flörsheim,2926120
2346,Flörsheim,2926120
2347,Flörsheim,2926120
2348,Flonheim,2926135
2349,Flinsberg,2926180
2350,Flinsberg,2926180
2351,Flerzheim,2926256
2352,Fleckenberg/ Westfalen,2926337
2353,Flammersbach (Wilnsdorf),2926386
2354,Fladungen/ Franken,2926402
2355,Fischerdorf (Deggendorf),2926548
2356,Fischen/ Allgäu,2926564
2357,Fischbach (Taunus),2926626
2358,Fischbach (Taunus),2926626
2359,Fischbach (Bad Schwalbach),2926628
2360,Finthen,2926666
2361,Finthen,2926666
2362,Finthen,2926666
2363,Finthen,2926666
2364,Finthen,2926666
2365,Mainz-Finthen,2926666
2366,Feldkahl,2927359
2367,Fechenbach/  Collenberg,2927647
2368,Fechenbach/  Collenberg,2927647
2369,Eversberg,2928340
2370,Ettlingen,2928615
2371,Ettlingen,2928615
2372,Ettlingen,2928615
2373,Ettlingen,2928615
2374,Ettingshausen,2928625
2375,Ettenheim,2928659
2376,Borchen,2928679
2377,Esslingen am Neckar,2928751
2378,Esslingen am Neckar,2928751
2379,Essen,2928810
2380,Essen,2928810
2381,Westfalen,2928810
2382,Westfalen,2928810
2383,Westfalen,2928810
2384,Westfalen,2928810
2385,Westfalen,2928810
2386,Westfalen,2928810
2387,Westfalen,2928810
2388,Esplingerode,2928841
2389,Esplingerode,2928841
2390,Esens,2928911
2391,Eschweiler,2928963
2392,Eschwege,2928967
2393,Eschhofen,2929000
2394,Erzhausen,2929224
2395,Ernstkirchen (Schöllkrippen),2929318
2396,Ernst Cochem,2929350
2397,Erlenbach am Main,2929484
2398,Erlenbach am Main,2929484
2399,Erlenbach am Main,2929484
2400,Erlangen,2929567
2401,Erkelenz,2929622
2402,Erfurtshausen,2929666
2403,Erfurtshausen,2929666
2404,Erfurt,2929670
2405,Erfurt,2929670
2406,Erfurt,2929670
2407,Erfurt,2929670
2408,Erfurt,2929670
2409,Erfurt,2929670
2410,Erfurt,2929670
2411,Erfurt,2929670
2412,Erfurt,2929670
2413,Erfurt,2929670
2414,Erfurt,2929670
2415,Erfurt,2929670
2416,Erfurt,2929670
2417,Erfurt,2929670
2418,Erfurt,2929670
2419,Erfurt,2929670
2420,Erfurt,2929670
2421,Erfurt,2929670
2422,Erfurt,2929670
2423,Erfurt,2929670
2424,Erfurt,2929670
2425,Erfurt,2929670
2426,Erfurt,2929670
2427,Erfurt,2929670
2428,Erfurt,2929670
2429,Erfurt,2929670
2430,Erfurt,2929670
2431,Erfurt,2929670
2432,Erfurt,2929670
2433,Erfurt,2929670
2434,Erfurt,2929670
2435,Erfurt,2929670
2436,Erftstadt,2929671
2437,Erfeld,2929681
2438,Erding/ Bayern,2929715
2440,Erbach,2929801
2441,Erbach,2929801
2442,Eppstein,2929817
2443,Eppstein,2929817
2444,Eppertshausen,2929837
2445,Ensheim,2930007
2446,Ensheim,2930006
2447,Enkirch,2930053
2448,Enkirch,2930053
2449,Engers,2930166
2450,Emsdorf,2930448
2451,Emsdorf,2930448
2452,Emsdorf,2930448
2453,Emmerichshofen,2930506
2454,Emmerichshofen,2930506
2455,Emmerichshofen,2930506
2456,Emmerichshofen,2930506
2457,Emmerichshofen,2930506
2458,Emmerich ,2930509
2459,Emmerich,2930509
2460,Emmerich,2930509
2461,Embsen,2930602
2462,Elz,2930628
2463,Elxleben (Landkreis Sömmerda),2930630
2464,Elxleben (Landkreis Sömmerda),2930630
2465,Elxleben (Landkreis Sömmerda),2930630
2466,Elxleben (Landkreis Sömmerda),2930630
2467,Elvershausen,2930635
2468,Eltville,2930646
2469,Eltville am Rhein,2930646
2470,Eltville am Rhein,2930646
2471,Eltville am Rhein,2930646
2472,Eltville am Rhein,2930646
2473,Elsoff,2930705
2474,Elsenfeld,2930747
2475,Ellwangen,2930889
2476,Ellingen,2930934
2477,Ellingen,2930934
2478,Ellhausen,2930950
2479,Elgendorf,2931172
2480,Elchingen,2931225
2481,Eiterfeld,2931372
2482,Eisfeld,2931433
2483,Eisfeld,2931433
2484,Eiserfey/ Köln,2931448
2485,Eisenbach (Unterfranken),2931566
2486,Eisenbach,2931569
2487,Eisenbach,2931569
2488,Eisenach,2931574
2489,Eisenach,2931574
2490,Einhausen (Hessen),2931753
2491,Eilenburg,2931871
2492,Eiersheim,2931925
2493,Eichstätt,2932069
2494,Eichstätt,2932069
2495,Eichenbühl,2932329
2496,Eichenbühl,2932329
2497,Eichenbühl,2932329
2498,Eichenbühl,2932329
2499,Eibingen,2932727
2500,Eibingen,2932727
2501,Eibingen,2932727
2502,Eibingen,2932727
2503,Eibingen,2932727
2504,Ehrenbreitstein,2932843
2505,Koblenz-Ehrenbreitstein,2932843
2506,Ehingen Donau,2932924
2507,Ehingen Donau,2932924
2508,Effelder,2933298
2509,Edesheim,2933367
2510,Edesheim,2933367
2511,Edenkoben,2933410
2512,Edenkoben,2933410
2513,Edenkoben,2933410
2514,Eddersheim,2933484
2515,Eddersheim,2933484
2516,Darmstadt-Eberstadt,2933895
2517,Mainz- Ebersheim,2933907
2518,Mainz- Ebersheim,2933907
2519,Ebern,2933984
2520,Ebenhausen (Oerlenbach),2934058
2521,Düsseldorf,2934246
2522,Düsseldorf,2934246
2523,Düsseldorf,2934246
2524,Düsseldorf,2934246
2525,Düsseldorf,2934246
2526,Düren,2934486
2527,Düren,2934486
2528,Düren,2934486
2529,Düren,2934486
2530,Duisburg,2934691
2531,Duderstadt,2934728
2532,Duderstadt,2934728
2533,Duderstadt,2934728
2534,Duderstadt,2934728
2535,Duderstadt,2934728
2536,Duderstadt,2934728
2537,Dudenhofen,2934736
2538,Dromersheim,2934884
2539,Dromersheim,2934884
2540,Drolshagen,2934886
2541,Dresden,2935022
2542,Dorsten,2935530
2543,Dorsten,2935530
2544,Dorn-Assenheim,2935791
2545,Milseburg,2935821
2546,Dorfprozelten,2936040
2547,Donauwörth,2936253
2548,Dittwar,2936707
2549,Dittwar,2936707
2550,Dirmstein,2936822
2551,Dirmstein,2936822
2552,Dirmstein,2936822
2553,Dirmstein,2936822
2554,Dirmstein,2936822
2555,Dinkelsbühl,2936886
2556,Dingelstädt,2936933
2557,Dingelstädt,2936933
2558,Dingelstädt,2936933
2559,Dingelstädt,2936933
2560,Dingelstädt,2936933
2561,Dingelstädt,2936933
2562,Eichsfeld,2936933
2563,Eichsfeld,2936933
2564,Eichsfeld,2936933
2565,Eichsfeld,2936933
2566,Eichsfeld,2936933
2567,Eichsfeld,2936933
2568,Eichsfeld,2936933
2569,Eichsfeld,2936933
2570,Eichsfeld,2936933
2571,Dillingen an der Donau,2936974
2572,Dietfurt,2937110
2573,Dietersheim,2937124
2574,Dietershausen,2937126
2575,Dietenheim,2937164
2576,Diefenbach Wittlich,2937532
2577,Diedorf,2937553
2579,Diedesfeld,2937559
2580,Diedesfeld,2937559
2581,Diedenbergen,2937574
2582,Dieburg,2937591
2583,Dieburg,2937591
2584,Dieburg,2937591
2585,Dieburg,2937591
2586,Dettingen am Main,2937899
2587,Dettelbach,2937932
2588,Dessau,2937959
2589,Desingerode,2937964
2590,Dernbach,2938065
2592,Denstorf,2938201
2593,Denstedt,2938203
2594,Demerath,2938301
2595,Dellfeld,2938351
2596,Delitzsch,2938376
2597,Deinsen,2938432
2598,Deidesheim,2938465
2599,Deidesheim,2938465
2600,Deidesheim,2938465
2601,Deidesheim,2938465
2602,Deidesheim,2938465
2603,Deidesheim,2938465
2604,Daun,2938714
2605,Darmstadt,2938913
2606,Darmstadt,2938913
2607,Damm (Aschaffenburg),2939191
2608,Dahlheim,2939405
2609,Dahlen,2939434
2610,Dackscheid/ Bitburg,2939505
2611,Erfurt/ Cyriaxburg,2939655
2612,Crailsheim,2939797
2615,Coesfeld,2939945
2616,Coesfeld,2939945
2617,Coesfeld,2939945
2618,Kochem,2939949
2619,Kochem,2939949
2620,Kochem,2939949
2621,Kochem,2939949
2622,Kochem,2939949
2623,Kochem,2939949
2624,Kochem,2939949
2625,Kochem,2939949
2626,Kochem,2939949
2627,Kochem,2939949
2628,Kochem,2939949
2629,Coburg,2939951
2630,Bad Camberg,2940381
2631,Bad Camberg,2940381
2632,Bad Camberg,2940381
2633,Calden,2940412
2634,Calbach,2940420
2635,Butzbach,2940512
2636,Buttstadt,2940518
2637,Buttstädt ,2940518
2638,Buttstädt,2940518
2639,Buttlar,2940529
2640,Büttinghausen,2940532
2641,Bütthard,2940534
2642,Bürstadt,2940938
2643,Bürstadt,2940938
2644,Burkau,2941028
2645,Burgweiler,2941058
2646,Bürgstadt,2941151
2647,Bürgstadt,2941151
2648,Burgsinn,2941159
2649,Burgkunstadt,2941207
2650,Burgholdinghausen,2941245
2651,Offenbach-Bürgel,2941400
2652,Büren,2941570
2653,Büren,2941570
2654,Büdingen,2942073
2655,Büdingen,2942073
2656,Büdesheim (Bingen am Rhein),2942079
2657,Büdesheim (Bingen am Rhein),2942079
2658,Büdesheim (Bingen am Rhein),2942079
2659,Büdesheim (Bingen am Rhein),2942079
2660,Budenheim,2942087
2661,Büchold,2942270
2662,Büchold,2942270
2663,Buchholt,2942416
2664,Buchheim (Köln),2942446
2668,Bruchsal,2943560
2669,Bruchsal,2943560
2670,Bruchsal,2943560
2671,Bruchenbrücken,2943626
2672,Bronzell,2943753
2673,Brilon,2944079
2674,Brilon,2944079
2675,Brilon,2944079
2676,Brilon,2944079
2677,Briedern,2944142
2678,Brieden,2944143
2679,Brieden,2944143
2680,Mainz-Bretzenheim,2944180
2681,Mainz-Bretzenheim,2944180
2682,Brenschede (Sundern),2824655
2683,Brenken,2944299
2684,Bremthal,2944318
2685,Breitenworbis,2944516
2686,Breitenworbis,2944516
2687,Breitenworbis,2944516
2688,Breitenworbis,2944516
2689,Breitenholz (Leinefelde-Worbis),2944580
2690,Breitendiel,2944622
2691,Breitenbrunn (Faulbach),2944632
2692,Breitenborn (Biebergemünd),2944649
2693,Breitenberg,2944657
2694,Breisach,2944800
2695,Breisach,2944800
2696,Breisach am Rhein,2944800
2697,Brehme,2944834
2698,Brehme,2944834
2699,Brehme,2944834
2700,Brehme,2944834
2701,Brehme,2944834
2702,Braunschweig,2945024
2703,Braunschweig,2945024
2704,Braunschweig,2945024
2705,Brandenburg,2945358
2706,Brandenburg,2945358
2707,Brakel,2945542
2708,Brakel,2945542
2709,Brachthausen,2945611
2710,Bottrop,2945756
2711,Böttigheim,2945764
2712,Böseckendorf,2945909
2713,Bornheim,2946111
2714,Boppard,2946366
2715,Boppard,2946366
2716,Boppard,2946366
2717,Boppard,2946366
2718,Boppard,2946366
2719,Boppard,2946366
2720,Boppard,2946366
2721,Boppard,2946366
2722,Boppard,2946366
2723,Boppard,2946366
2724,Bonn,2946447
2725,Bonn,2946447
2726,Bonn,2946447
2727,Bommersheim,2946515
2728,Bommersheim,2946515
2729,Bommersheim,2946515
2730,Bommersheim,2946515
2731,Bommersheim,2946515
2732,Boltenhof,2946575
2733,Bodmann,2947070
2734,Bödigheim,2947076
2736,Bodenrode-Westhausen,2947114
2737,Bodenheim,2947133
2738,Bodenheim,2947133
2739,Bödefeld,2947175
2740,Bödefeld,2947175
2741,Bockenheim an der Weinstraße,2947355
2742,Bochum,2947416
2743,Bobenheim,2947465
2744,Bobenhausen,2947468
2745,Blieskastel,2947739
2746,Blieskastel,2947739
2747,Blieskastel,2947739
2748,Blieskastel,2947739
2749,Bleidenstadt,2947822
2750,Bleidenstadt,2947822
2751,Bleidenstadt,2947822
2752,Bleidenstadt,2947822
2753,Blankenhain,2948058
2754,Bischofferode,2948305
2755,Bischoffen,2948307
2756,Bischmisheim,2948314
2757,Bischhagen,2948331
2758,Bischbrunn,2948337
2759,Bischbrunn,2948337
2760,Birkungen,2948404
2761,Birkungen,2948404
2762,Birkungen,2948404
2763,Birkungen,2948404
2764,Birklar,2948415
2765,Birkenfeld,2948595
2766,Bingen,2948825
2767,Bingen,2948825
2768,Bingen,2948825
2769,Bingen,2948825
2770,Bingen,2948825
2771,Bingen,2948825
2772,Bingen,2948825
2773,Bilstein,2948884
2774,Bilstein,2948884
2775,Bilshausen,2948895
2776,Bilshausen,2948895
2777,Bierstadt,2949082
2778,Bierstadt,2949082
2779,Wiesbaden-Bierstadt,2949082
2780,Bieringen,2949094
2781,Bieringen,2949094
2782,Bienstädt,2949130
2783,Bielefeld,2949186
2784,Biedesheim ,2949216
2785,Offenbach-Bieber,2949270
2786,Biebelnheim ,2949277
2787,Biblis,2949367
2788,Biblis,2949367
2789,Biblis,2949367
2790,Bibergau,,2949391
2791,Bexbach,2949470
2792,Beuren,2949561
2793,Beukenbeul,2949602
2794,Bernterode,2949935
2795,Bernterode,2949935
2796,Bernterode,2949935
2797,Bernsfeld,2949957
2798,Bernkastel-Kues,2949998
2799,Bernkastel,2949998
2800,Bernkastel,2949998
2801,Bernkastel,2949998
2802,Bernkastel-Kues,2949998
2803,Bernkastel,2949998
2804,Kues,2949998
2805,Bernkastel,2949998
2806,Bernhausen,2950012
2807,Berndiel,2950070
2808,Berlingerode,2950139
2809,Berlin,2950159
2810,Deutschland,2950159
2811,Berlin,2950159
2812,Berlichingen,2950161
2813,Berlichingen,2950161
2814,Beringhausen,2950219
2815,Beringhausen,2950219
2816,Beringhausen,2950219
2817,Bergtheim,2950249
2818,Bergrheinfeld,2950287
2819,Niedergladbach,2863408
2820,Bensheim,2950978
2821,Bensheim,2950978
2822,Bensheim,2950978
2823,Bensheim,2950978
2824,Bensheim,2950978
2825,Bensheim,2950978
2826,Benrath,2950994
2827,Benediktbeuern,2951104
2828,Belecke,2951265
2829,Beindersheim,2951327
2830,Beilstein Cochem,6553659
2831,Bedburg,2951648
2832,Beckum,2951654
2833,Beberstedt,2951797
2834,Bayreuth,2951825
2835,Bassenheim,2952261
2836,Bamberg,2952984
2837,Bamberg,2952984
2838,Bamberg,2952984
2839,Bamberg,2952984
2840,Balduinstein,2953108
2842,Bad Wimpfen,2953315
2843,Wimpfen,2953315
2844,Wimpfen,2953315
2845,Bad Vilbel,2953321
2846,Salmünster,2953338
2847,Bad Soden,2953339
2848,Bad Schwalbach,2953348
2849,Bad Schwalbach,2953348
2850,Bad Salzig,2953360
2851,Bad Salzig,2953360
2852,Bad Salzig,2953360
2853,Bad Säckingen,2953363
2854,Bad Orb,2953384
2855,Bad Orb,2953384
2856,Bad Neustadt an der Saale,2953389
2857,Bad Mergentheim,2953402
2858,Bad Mergentheim,2953402
2859,Mergentheim,2953402
2860,Mergentheim,2953402
2861,Mergentheim,2953402
2862,Bad Lippspringe,2953405
2863,Bad Lippspringe,2953405
2864,Langensalza,2953413
2865,Langensalza,2953413
2866,Langensalza,2953413
2867,Kreuznach,2953416
2868,Bad Kreuznach,2953416
2869,Bad Kreuznach,2953416
2870,Bad Kreuznach,2953416
2871,Bad Kreuznach,2953416
2872,Bad Kreuznach,2953416
2873,Bad Kreuznach,2953416
2874,Bad Kreuznach,2953416
2875,Bad König,2953419
2876,Kissingen,2953424
2877,Kissingen,2953424
2878,Honnef,2953435
2879,Homburg am Main,2899445
2880,Hersfeld,2953439
2881,Hersfeld,2953439
2882,Bad Gandersheim,2953456
2883,Bad Frankenhausen,2953459
2884,Bad Frankenhausen/Kyffhäuser,2953459
2887,Baden-Baden,2953504
2891,Dürkheim,2953522
2892,Duban,3076361
2893,Bad Brückenau,2953535
2894,Brückenau,2953535
2895,Bad Breisig,2953536
2896,Bad Breisig,2953536
2897,Bibra,2953542
2898,Bacharach,2953702
2899,Bacharach,2953702
2900,Bacharach,2953702
2901,Bacharach,2953702
2902,Bacharach,2953702
2903,Babenhausen,2953770
2904,Azmannsdorf,2953822
2905,Aulhausen,2954060
2906,Augsburg,2954172
2907,Augsburg,2954172
2908,Augsburg,2954172
2909,Augsburg,2954172
2910,Schwaben,2954172
2911,Schwaben,2954172
2912,Schwaben,2954172
2913,Aufenau,2954272
2914,Auerstedt,2954539
2915,Auersmacher,2954542
2916,Auerbach,2954602
2917,Auderath,2954704
2918,Aub,2954774
2919,Au am Rhein,2954775
2920,Attendorn,2954932
2921,Attendorn,2954932
2922,Attendorn,2954932
2923,Attendorn,2954932
2924,Attendorn,2954932
2925,Attendorn,2954932
2926,Attendorn,2954932
2927,Attendorn,2954932
2928,Assmannshausen,2955001
2929,Assmannshausen,2955001
2930,Assamstadt,2955050
2931,Assamstadt,2955050
2932,Aspisheim,2955053
2933,Aspisheim,2955053
2934,Aschaffenburg,2955272
2935,Aschaffenburg,2955272
2936,Aschaffenburg,2955272
2937,Aschaffenburg,2955272
2938,Aschaffenburg,2955272
2939,Aschaffenburg,2955272
2940,Aschaffenburg,2955272
2941,Aschaffenburg,2955272
2942,Arzfeld,2955363
2943,Arzfeld,2955363
2944,Arolsen,2955421
2945,Arnstein,2955431
2946,Arnstadt,2955439
2947,Arnstadt,2955439
2948,Arnstadt,2955439
2949,Arnsberg,2955471
2950,Arnsberg,2955471
2951,Argenthal,2955605
2952,Argenschwang,2955610
2953,Argenschwang,2955610
2954,Argenschwang,2955610
2955,Arenshausen,2955633
2956,Arenshausen,2955633
2957,Arensberg,2955638
2958,Anzhausen,2955839
2959,Anzefahr,2955861
2960,Anzefahr,2955861
2961,Anzefahr,2955861
2962,Anzefahr,2955861
2963,Ansbach,2955936
2964,Ansbach,2955936
2965,Ansbach,2955936
2966,Ansbach,2955936
2967,Andernach,2956206
2968,Andernach,2956206
2969,Andernach,2956206
2970,Amöneburg,2956404
2971,Amöneburg,2956404
2972,Amöneburg,2956404
2973,Amöneburg,2956404
2974,Amöneburg,2956404
2975,Amöneburg,2956404
2976,Amöneburg,2956404
2977,Amöneburg,2956404
2978,Amöneburg,2956404
2979,Amorbach,2956567
2980,Amorbach,2956567
2981,Amorbach,2956567
2982,Amberg,2956656
2983,Alzey,2956710
2984,Alzey,2956710
2985,Alzey,2956710
2986,Alzey,2956710
2987,Alzey,2956710
2988,Alzey,2956710
2989,Alzey,2956710
2990,Alzey,2956710
2991,Alzey,2956710
2992,Alzenau,2956715
2993,Alzenau,2956715
2994,Alzenau,2956715
2995,Alzenau,2956715
2996,Alzenau,2956715
2997,Altenwenden,2957417
2998,Altensteig,2957459
2999,Altenbamberg,2957869
3000,Alsheim,2958126
3001,Alpen,2958188
3002,Allendorf,2958438
3003,Allendorf,2958438
3004,Allendorf,2958438
3005,Allendorf,2958438
3006,Allendorf,2958438
3007,Alfeld,2958533
3008,Aldenhoven,2958580
3009,Aldenhoven,2958580
3010,Albstadt,2958595
3011,Albaxen,2958745
3012,Alach,2958774
3013,Alach/ Kapelle Klostergut,2958775
3014,Ailringen,2958844
3015,Ailringen,2958844
3016,Ahrbergen,2959113
3017,Ahrbergen,2959113
3018,Ahlen,2959223
3019,Warendorf,2959223
3020,Ahaus,2959279
3021,Ahaus/ Westfalen,2959279
3022,Abterode,2959782
3023,Abterode,2959782
3024,Abterode,2959782
3025,Abenheim,2959847
3026,Aalen,2959927
3027,Wiltz,2959977
3028,Weiswampach,2959989
3029,Waldbredimus,2960013
3030,Vianden,2960021
3031,Remich,2960154
3032,Remich,2960154
3033,Remich,2960154
3034,Redingen,2960160
3035,Luxemburg,2960316
3036,Luxemburg,2960316
3037,Luxemburg,2960316
3038,Luxemburg,2960316
3039,Luxemburg,2960316
3040,Luxemburg,2960316
3041,Luxemburg,2960316
3042,Luxemburg,2960316
3043,Luxemburg,2960316
3044,Grevenmacher,2960515
3045,Ettelbruck,2960589
3046,Elvingen,2960613
3047,Ell (Luxemburg),2960616
3048,Ell,2960616
3049,Ell,2960616
3050,Echternach,2960630
3051,Diekirch,2960657
3053,Bissen,2960759
3054,Beckerich,2960806
3055,Irland,2964574
3056,Xivry-le-France,2967265
3057,Wingersheim,2967344
3058,Wiesweiler,2967373
3059,Vireux-Molhain,2967956
3060,Villers-la-Ville,2784641
3061,Vic-sur-Seille,2969364
3062,Verdun,2969958
3063,Verdun,2969958
3064,Verdun,2969958
3066,Varize-Vaudoncourt,2970662
3067,Varize-Vaudoncourt,2970662
3068,Valmy,2970861
3069,Uttenhoffen,2971280
3070,Rhone,2972214
3071,Toul,2972350
3072,Diedenhofen,2972811
3073,Thann,2973013
3074,Thann,2973013
3075,Elsaß,2973783
3076,Straßburg,2973783
3077,Straßburg,2973783
3078,Straßburg,2973783
3079,Straßburg,2973783
3080,Straßburg,2973783
3081,Straßburg,2973783
3082,Siersthal,2974604
3083,Schlettstadt,2975233
3084,Sélestat,2975233
3085,Sélestat,2975233
3086,Sélestat,2975233
3087,Saargemünd,2975964
3088,Saarburg,2842644
3089,Saarburg,2975967
3090,Saarburg,2975967
3091,Salmbach,2976352
3092,Sainte-Marie-aux-Mines,2980438
