item	itemLabel	GeoNamesID	country	terrain	date	named
http://www.wikidata.org/entity/Q86729426	Q86729426					
http://www.wikidata.org/entity/Q89418964	Amt Lauenstein					
http://www.wikidata.org/entity/Q89418971	Amt Lichtenberg					
http://www.wikidata.org/entity/Q89807899	Rittergut Hesselbach					
http://www.wikidata.org/entity/Q89823248	Amt Teuschnitz					
http://www.wikidata.org/entity/Q92630480	Amt Eggolsheim					
http://www.wikidata.org/entity/Q92631176	Amt Enchenreuth					
http://www.wikidata.org/entity/Q93146045	Amt Scheßlitz					
http://www.wikidata.org/entity/Q93297695	Amt Wallenfels					
http://www.wikidata.org/entity/Q93529822	Amt Nordhalben					
http://www.wikidata.org/entity/Q93530987	Amt Kronach					
http://www.wikidata.org/entity/Q93532190	Amt Rothenkirchen					
http://www.wikidata.org/entity/Q93532549	Amt Ebermannstadt					
http://www.wikidata.org/entity/Q93533270	Amt Regensberg					
http://www.wikidata.org/entity/Q93535080	Amt Neuhaus					
http://www.wikidata.org/entity/Q93536234	Amt Vilseck					
http://www.wikidata.org/entity/Q93892307	Amt Banz					
http://www.wikidata.org/entity/Q93892865	Amt Weismain					
http://www.wikidata.org/entity/Q93893398	Amt Burgkunstadt					
http://www.wikidata.org/entity/Q93893854	Amt Fürth am Berg					
http://www.wikidata.org/entity/Q93894351	Amt Stadtsteinach					
http://www.wikidata.org/entity/Q93895098	Oberamt Lichtenfels					
http://www.wikidata.org/entity/Q93896746	Amt Hollfeld					
http://www.wikidata.org/entity/Q93897164	Amt Waischenfeld					
http://www.wikidata.org/entity/Q94151569	Amt Attelsdorf					
http://www.wikidata.org/entity/Q94153087	Amt Bamberg					
http://www.wikidata.org/entity/Q94153215	Amt Baunach					
http://www.wikidata.org/entity/Q94153760	Amt Bechhofen					
http://www.wikidata.org/entity/Q94155146	Amt Büchenbach					
http://www.wikidata.org/entity/Q94156167	Amt Burgebrach					
http://www.wikidata.org/entity/Q94156982	Amt Burgellern					
http://www.wikidata.org/entity/Q94157402	Amt Döringstadt					
http://www.wikidata.org/entity/Q94158450	Amt Forchheim					
http://www.wikidata.org/entity/Q94158477	Amt Fürth					
http://www.wikidata.org/entity/Q94159808	Amt Gößweinstein					
http://www.wikidata.org/entity/Q94159835	Amt Kupferberg					
http://www.wikidata.org/entity/Q94159844	Amt Marktschorgast					
http://www.wikidata.org/entity/Q94160262	Amt Memmelsdorf					
http://www.wikidata.org/entity/Q94160863	Amt Neunkirchen					
http://www.wikidata.org/entity/Q94279137	Q94279137					
http://www.wikidata.org/entity/Q94520205	Vizedomamt Wolfsberg					
http://www.wikidata.org/entity/Q11931319	Q11931319					
http://www.wikidata.org/entity/Q11931316	Q11931316					
http://www.wikidata.org/entity/Q11931317	Q11931317					
http://www.wikidata.org/entity/Q11946694	Q11946694					
http://www.wikidata.org/entity/Q11946695	Q11946695					
http://www.wikidata.org/entity/Q11946692	Q11946692					
http://www.wikidata.org/entity/Q11946699	Q11946699					
http://www.wikidata.org/entity/Q12316996	Holbein					
http://www.wikidata.org/entity/Q12785939	Siege of Laibach (1442)					
http://www.wikidata.org/entity/Q12786750	Habsburg-Celje war					
http://www.wikidata.org/entity/Q13142859	Reichsvogt					
http://www.wikidata.org/entity/Q13646387	County of Gradisca					
http://www.wikidata.org/entity/Q13646389	countship Lohn					
http://www.wikidata.org/entity/Q13725428	Duchy Bavaria					
http://www.wikidata.org/entity/Q14164803	Prince-Bishopric of Fulda					
http://www.wikidata.org/entity/Q14277008	free imperial city of Weil der Stadt					
http://www.wikidata.org/entity/Q14277024	Imperial City of Wetzlar					
http://www.wikidata.org/entity/Q14631246	Duchy of Saxony (1180–1296)					
http://www.wikidata.org/entity/Q15133296	Unterneudorf					
http://www.wikidata.org/entity/Q15791847	Q15791847					
http://www.wikidata.org/entity/Q15791888	Q15791888					
http://www.wikidata.org/entity/Q15815428	Q15815428					
http://www.wikidata.org/entity/Q15875651	Trivulzio book of hours					
http://www.wikidata.org/entity/Q15881314	free imperial city of St. Gallen					
http://www.wikidata.org/entity/Q15944605	Reichsthaler					
http://www.wikidata.org/entity/Q16155815	Principality of Anhalt					
http://www.wikidata.org/entity/Q16543832	County of Tyrol					
http://www.wikidata.org/entity/Q16550783	Duchy of Anhalt					
http://www.wikidata.org/entity/Q16628113	Bruiningk					
http://www.wikidata.org/entity/Q16628700	Q16628700					
http://www.wikidata.org/entity/Q16635885	Hauff (noble family)					
http://www.wikidata.org/entity/Q16680904	Nicolay					
http://www.wikidata.org/entity/Q17015016	Prince-Bishopric of Verdun					
http://www.wikidata.org/entity/Q17040602	Worms massacre					
http://www.wikidata.org/entity/Q17127024	Queis family					
http://www.wikidata.org/entity/Q17319270	Kasteel De Nieuwburg					
http://www.wikidata.org/entity/Q17353855	Free imperial city of Mühlhausen					
http://www.wikidata.org/entity/Q18415359	Siege of Lyon					
http://www.wikidata.org/entity/Q18415598	Imperial election of 1376					
http://www.wikidata.org/entity/Q18415646	Imperial election of May 1400					
http://www.wikidata.org/entity/Q18433565	duchy Saxony-Weimar					
http://www.wikidata.org/entity/Q18611038	Q18611038					
http://www.wikidata.org/entity/Q18611039	Q18611039					
http://www.wikidata.org/entity/Q19276267	Bödigheim					
http://www.wikidata.org/entity/Q19289232	Linneper Hof					
http://www.wikidata.org/entity/Q19309760	Saxon Circle					
http://www.wikidata.org/entity/Q19716628	Q19716628					
http://www.wikidata.org/entity/Q19831559	Oldenburg					
http://www.wikidata.org/entity/Q19902208	Dissolution of the Holy Roman Empire					
http://www.wikidata.org/entity/Q19902345	Lordship of Hanau					
http://www.wikidata.org/entity/Q19909980	Körber					
http://www.wikidata.org/entity/Q19912720	Strümpfelbrunn					
http://www.wikidata.org/entity/Q19916165	Q19916165					
http://www.wikidata.org/entity/Q19926190	Portrait of a lady from the Klammer von Weydach Family					
http://www.wikidata.org/entity/Q19963243	Stürzenhardt					
http://www.wikidata.org/entity/Q19963342	Wingarteiba					
http://www.wikidata.org/entity/Q19965105	Q19965105					
http://www.wikidata.org/entity/Q19973824	Q19973824					
http://www.wikidata.org/entity/Q20108785	Rickingen					
http://www.wikidata.org/entity/Q20108814	Q20108814					
http://www.wikidata.org/entity/Q20108815	Q20108815					
http://www.wikidata.org/entity/Q20108817	Q20108817					
http://www.wikidata.org/entity/Q20184171	Gottersdorf					
http://www.wikidata.org/entity/Q20191080	Mülben					
http://www.wikidata.org/entity/Q20477540	administrative territorial entity of the Holy Roman Empire					
http://www.wikidata.org/entity/Q21003536	Q21003536					
http://www.wikidata.org/entity/Q21039591	Q21039591					
http://www.wikidata.org/entity/Q21077045	landgraviate of Upper Alsace					
http://www.wikidata.org/entity/Q21095099	Q21095099					
http://www.wikidata.org/entity/Q21190192	Q21190192					
http://www.wikidata.org/entity/Q21211601	House of Malama					
http://www.wikidata.org/entity/Q24944531	Q24944531					
http://www.wikidata.org/entity/Q26830017	state in the Holy Roman Empire					
http://www.wikidata.org/entity/Q26972999	Roman Catholic Bishop of Olomouc					
http://www.wikidata.org/entity/Q27530903	Altona					
http://www.wikidata.org/entity/Q27924856	The Visit of Emperor Sigismund to England in 1416					
http://www.wikidata.org/entity/Q28457032	Apostolic Nunciature to the Emperor					
http://www.wikidata.org/entity/Q28545043	House of Mohrenheim					
http://www.wikidata.org/entity/Q28868768	Schweinberg					
http://www.wikidata.org/entity/Q29711219	Saints-Peter-and-Paul church (Meinier)					
http://www.wikidata.org/entity/Q29711557	Former Protestant church of Peissy					
http://www.wikidata.org/entity/Q29711600	Temple of Satigny					
http://www.wikidata.org/entity/Q29711714	Temple of Vandœuvres					
http://www.wikidata.org/entity/Q29932790	Dice toll					
http://www.wikidata.org/entity/Q30055778	Mergentheim witch trials					
http://www.wikidata.org/entity/Q46199926	Q46199926					
http://www.wikidata.org/entity/Q47015460	House of Nassau-Wiesbaden-Idstein					
http://www.wikidata.org/entity/Q47194649	Roman Catholic Archdiocese of Mainz					
http://www.wikidata.org/entity/Q47468093	House of Nassau-Saarbrücken (1442-1574)					
http://www.wikidata.org/entity/Q47483520	House of Nassau-Weilburg (1355-1605)					
http://www.wikidata.org/entity/Q47756849	House of Nassau-Idstein					
http://www.wikidata.org/entity/Q48757507	Q48757507					
http://www.wikidata.org/entity/Q48841740	1273 imperial election					
http://www.wikidata.org/entity/Q50398868	House of Nassau-Saarbrücken (1629-1723)					
http://www.wikidata.org/entity/Q51089492	House of Nassau-Sonnenberg					
http://www.wikidata.org/entity/Q51735999	Gerichtstetten					
http://www.wikidata.org/entity/Q53286770	King Sigismund's Journey to Aragon in 1415					
http://www.wikidata.org/entity/Q54153083	Q54153083					
http://www.wikidata.org/entity/Q54805326	lordship of Échéry					
http://www.wikidata.org/entity/Q54810223	Verdun					
http://www.wikidata.org/entity/Q94702774	A Baptismal Ceremony					
http://www.wikidata.org/entity/Q94702914	Amt Gremsdorf					
http://www.wikidata.org/entity/Q94702939	Amt Hallstadt					
http://www.wikidata.org/entity/Q94702960	Amt Herzogenaurach					
http://www.wikidata.org/entity/Q94703200	Amt Höchstadt					
http://www.wikidata.org/entity/Q94703302	Amt Langheim					
http://www.wikidata.org/entity/Q94703414	Amt Leienfels					
http://www.wikidata.org/entity/Q94703453	Amt Maineck					
http://www.wikidata.org/entity/Q94703492	Amt Oberscheinfeld					
http://www.wikidata.org/entity/Q94703542	Amt Pottenstein					
http://www.wikidata.org/entity/Q94703614	Amt Kirchdorf an der Krems					
http://www.wikidata.org/entity/Q94704162	Amt Zapfendorf					
http://www.wikidata.org/entity/Q94704215	Amt Zeil					
http://www.wikidata.org/entity/Q94992834	House of Nassau-Dillenburg (1303-1328)					
http://www.wikidata.org/entity/Q95151294	Amt Rattelsdorf					
http://www.wikidata.org/entity/Q95151297	Amt Schlüsselau					
http://www.wikidata.org/entity/Q95151303	Amt Schönbrunn					
http://www.wikidata.org/entity/Q95151750	Amt Staffelstein					
http://www.wikidata.org/entity/Q95152080	Amt Tambach					
http://www.wikidata.org/entity/Q95152122	Amt Wachenroth					
http://www.wikidata.org/entity/Q95152127	Amt Seibelsdorf					
http://www.wikidata.org/entity/Q95152124	Amt Wartenfels					
http://www.wikidata.org/entity/Q95618550	Amt Büchold					
http://www.wikidata.org/entity/Q95716551	Q95716551					
http://www.wikidata.org/entity/Q95716564	Großer Galgenteich					
http://www.wikidata.org/entity/Q95895695	Free Imperial City of Strasbourg					
http://www.wikidata.org/entity/Q95920274	Amtsvogtei Fürth					
http://www.wikidata.org/entity/Q95950649	duchy of Alsace					
http://www.wikidata.org/entity/Q96358614	Q96358614					
http://www.wikidata.org/entity/Q96358638	Farmers of Ammergau					
http://www.wikidata.org/entity/Q96456912	Free City of Sélestat					
http://www.wikidata.org/entity/Q96623254	council of Augsburg					
http://www.wikidata.org/entity/Q96986777	Battle of Königshofen (1525)					
http://www.wikidata.org/entity/Q97044356	Amt Seibelsdorf					
http://www.wikidata.org/entity/Q97097015	Q97097015					
http://www.wikidata.org/entity/Q97097018	County of Leiningen					
http://www.wikidata.org/entity/Q97163902	Schildknappe					
http://www.wikidata.org/entity/Q97309711	Q97309711					
http://www.wikidata.org/entity/Q97443698	Schultheiß(mayor) of Hagenau					
http://www.wikidata.org/entity/Q97498071	Q97498071					
http://www.wikidata.org/entity/Q97504562	Judge of Landshut					
http://www.wikidata.org/entity/Q97567986	Judge of Munich					
http://www.wikidata.org/entity/Q97650043	Q97650043					
http://www.wikidata.org/entity/Q97858530	Judge of Wolfratshausen					
http://www.wikidata.org/entity/Q97924757	Free City of Colmar					
http://www.wikidata.org/entity/Q97940738	Free City of Haguenau					
http://www.wikidata.org/entity/Q97940833	Free City of Kaysersberg					
http://www.wikidata.org/entity/Q97940882	Free City of Seltz					
http://www.wikidata.org/entity/Q97941965	Free City of Turckheim					
http://www.wikidata.org/entity/Q97943978	Free City of Wissembourg					
http://www.wikidata.org/entity/Q97946582	Free City of Munster					
http://www.wikidata.org/entity/Q98212390	Siege of Castle Altena					
http://www.wikidata.org/entity/Q98380333	Q98380333					
http://www.wikidata.org/entity/Q98399636	Q98399636					
http://www.wikidata.org/entity/Q98969810	Herrschaft Zwingenberg					
http://www.wikidata.org/entity/Q100594799	Electorate of Hesse					
http://www.wikidata.org/entity/Q100761684	Compesières Cemetery					
http://www.wikidata.org/entity/Q104399593	Q104399593					
http://www.wikidata.org/entity/Q104414816	Q104414816					
http://www.wikidata.org/entity/Q104658952	Q104658952					
http://www.wikidata.org/entity/Q104659853	Unterscheidental					
http://www.wikidata.org/entity/Q104831049	Rüdental					
http://www.wikidata.org/entity/Q105309968	Bretzingen					
http://www.wikidata.org/entity/Q105314642	Q105314642					
http://www.wikidata.org/entity/Q106043821	Q106043821					
http://www.wikidata.org/entity/Q106729084	Q106729084					
http://www.wikidata.org/entity/Q106729617	Q106729617					
http://www.wikidata.org/entity/Q106823043	Rockenau					
http://www.wikidata.org/entity/Q107017221	North German thaler					
http://www.wikidata.org/entity/Q107294479	Q107294479					
http://www.wikidata.org/entity/Q107349985	House of Nassau-Siegen (1607-1623)					
http://www.wikidata.org/entity/Q107352630	Prince-Bishopric of Naumburg					
http://www.wikidata.org/entity/Q107390618	Q107390618					
http://www.wikidata.org/entity/Q107423240	Ottonian painting					
http://www.wikidata.org/entity/Q107463552	Hohenlohe-Weikersheim					
http://www.wikidata.org/entity/Q108143032	Schwörbrief					
http://www.wikidata.org/entity/Q108183588	Pfalz					
http://www.wikidata.org/entity/Q108187210	Q108187210					
http://www.wikidata.org/entity/Q108187209	Q108187209					
http://www.wikidata.org/entity/Q108187214	Q108187214					
http://www.wikidata.org/entity/Q109404233	Aug Bénard					
http://www.wikidata.org/entity/Q109574953	House of Nassau-Siegen (1623-1734)					
http://www.wikidata.org/entity/Q109669383	Q109669383					
http://www.wikidata.org/entity/Q109829609	Zent Mudau					
http://www.wikidata.org/entity/Q109968532	16th century Germany					
http://www.wikidata.org/entity/Q110147623	Q110147623					
http://www.wikidata.org/entity/Q110201459	Q110201459					
http://www.wikidata.org/entity/Q110202575	Q110202575					
http://www.wikidata.org/entity/Q110204141	Q110204141					
http://www.wikidata.org/entity/Q110279047	Q110279047					
http://www.wikidata.org/entity/Q110293312	Roman Catholic Bishop of Wrocław					
http://www.wikidata.org/entity/Q110442150	Cemetery of Malval, Dardagny					
http://www.wikidata.org/entity/Q110599519	Cemetery of the Saint-Hippolyte church					
http://www.wikidata.org/entity/Q110603542	Austrian Internuncio in Istanbul					
http://www.wikidata.org/entity/Q110636748	Archduke of Austria					
http://www.wikidata.org/entity/Q110678148	Cemetery of Schaan					
http://www.wikidata.org/entity/Q110678800	Cemetery of Bendern					
http://www.wikidata.org/entity/Q110693378	ambassador of the Holy Roman Empire					
http://www.wikidata.org/entity/Q110693386	ambassador to the Holy Roman Empire					
http://www.wikidata.org/entity/Q110768793	Q110768793					
http://www.wikidata.org/entity/Q66759158	Ferdinandsdorf	12225263	http://www.wikidata.org/entity/Q12548	http://www.wikidata.org/entity/Q8359	1712-01-01T00:00:00Z	http://www.wikidata.org/entity/Q1405076
http://www.wikidata.org/entity/Q66759158	Ferdinandsdorf	12225263	http://www.wikidata.org/entity/Q186320	http://www.wikidata.org/entity/Q8359	1712-01-01T00:00:00Z	http://www.wikidata.org/entity/Q1405076
http://www.wikidata.org/entity/Q110905532	Q110905532					
http://www.wikidata.org/entity/Q110930409	Old cemetery of the catholic church of Saint Peter and Paul in Confignon					
http://www.wikidata.org/entity/Q110931244	Old Cemetery of the Temple of Satigny					
http://www.wikidata.org/entity/Q110935695	Old cemetery of the Temple of Dardagny					
http://www.wikidata.org/entity/Q110966103	Former cemetery of the Saint Maurice church in Bernex, Switzerland					
http://www.wikidata.org/entity/Q110970190	Q110970190					
http://www.wikidata.org/entity/Q111182601	Cemetery of Saint-Gervais in Geneva					
http://www.wikidata.org/entity/Q111441869	ambassador of the Holy Roman Empire to Prussia					
http://www.wikidata.org/entity/Q111473130	Amt Born					
http://www.wikidata.org/entity/Q111651227	Q111651227					
http://www.wikidata.org/entity/Q112136911	Duke of Mirandola					
http://www.wikidata.org/entity/Q112176389	Q112176389					
http://www.wikidata.org/entity/Q112235011	Q112235011					
http://www.wikidata.org/entity/Q112690876	Cologne Mark					
http://www.wikidata.org/entity/Q112764010	Q112764010					
http://www.wikidata.org/entity/Q113213476	Rode Toren (Heteren)					
http://www.wikidata.org/entity/Q113248439	Vredestein (Driel)					
http://www.wikidata.org/entity/Q113289395	Kasteel Maurik					
http://www.wikidata.org/entity/Q113375890	Aelbrechtsberg					
http://www.wikidata.org/entity/Q113432062	Huis te Dodewaard					
http://www.wikidata.org/entity/Q113432354	Hof d'Ooy					
http://www.wikidata.org/entity/Q113557716	Huis te Geldermalsen					
http://www.wikidata.org/entity/Q113557731	Burcht te Malsen					
http://www.wikidata.org/entity/Q113624577	Huis te Rumpt					
http://www.wikidata.org/entity/Q113630989	Huis Leegpoel					
http://www.wikidata.org/entity/Q113631324	Q113631324					
http://www.wikidata.org/entity/Q113636275	Q113636275					
http://www.wikidata.org/entity/Q113665721	Kasteel van Gellicum					
http://www.wikidata.org/entity/Q113703105	Geerestein					
http://www.wikidata.org/entity/Q113816252	Margrave of Tuscany					
http://www.wikidata.org/entity/Q113877595	Uilenburg					
http://www.wikidata.org/entity/Q113962053	Oldenhof					
http://www.wikidata.org/entity/Q113996367	Nijburg					
http://www.wikidata.org/entity/Q114068662	De Parck					
http://www.wikidata.org/entity/Q114069044	’s-Grevenhoef					
http://www.wikidata.org/entity/Q114152840	Dooyenburg					
http://www.wikidata.org/entity/Q114194409	Waddestein					
http://www.wikidata.org/entity/Q114344715	Leyenburg (kasteel)					
http://www.wikidata.org/entity/Q114352526	Huis te Spijk					
http://www.wikidata.org/entity/Q114408743	Huis te Tuil					
http://www.wikidata.org/entity/Q114419926	Huis Opijnen					
http://www.wikidata.org/entity/Q114495752	De Goudbloem					
http://www.wikidata.org/entity/Q114496754	Lievenstein					
http://www.wikidata.org/entity/Q114666025	De Nesch					
http://www.wikidata.org/entity/Q114676724	Huis te Varik					
http://www.wikidata.org/entity/Q114677956	Huis te Hellouw					
http://www.wikidata.org/entity/Q114839922	Bruges treaty (1206)					
http://www.wikidata.org/entity/Q114889515	Roman Catholic Bishop of Constance					
http://www.wikidata.org/entity/Q115101282	Tolhuis					
http://www.wikidata.org/entity/Q115124810	Q115124810					
http://www.wikidata.org/entity/Q115166488	Leykam family					
http://www.wikidata.org/entity/Q115298111	Lensenburg					
http://www.wikidata.org/entity/Q115367912	Leeuwenbergh (Boven-Leeuwen)					
http://www.wikidata.org/entity/Q115436724	Huis te Winssen					
http://www.wikidata.org/entity/Q115574993	Slot Wilp					
http://www.wikidata.org/entity/Q115604991	Uilenburg (Ewijk)					
http://www.wikidata.org/entity/Q115679173	Counts of Barby					
http://www.wikidata.org/entity/Q115707270	Slot Ten Houte					
http://www.wikidata.org/entity/Q115776867	Free imperial city of Hamburg					
http://www.wikidata.org/entity/Q115916866	Sleeburg (kasteel)					
http://www.wikidata.org/entity/Q116060636	Peace of Donchery					
http://www.wikidata.org/entity/Q116215373	imperial city					
http://www.wikidata.org/entity/Q116215378	free city					
http://www.wikidata.org/entity/Q116245883	Huis Loil					
http://www.wikidata.org/entity/Q116259886	Aardenburg (kasteel)					
http://www.wikidata.org/entity/Q116443736	Coldenhove (kasteel)					
http://www.wikidata.org/entity/Q116635351	Schloss Pasenbach					
http://www.wikidata.org/entity/Q116636298	Schloss Pellheim					
http://www.wikidata.org/entity/Q116760924	Q116760924					
http://www.wikidata.org/entity/Q116763949	1764 Woldegk tornado					
http://www.wikidata.org/entity/Q116810164	House of Arborio di Gattinara					
http://www.wikidata.org/entity/Q116896904	Archduchy of Austria below the Enns					
http://www.wikidata.org/entity/Q116897488	Q116897488					
http://www.wikidata.org/entity/Q117485795	Hof te Seelbeek					
http://www.wikidata.org/entity/Q117754979	Hochstift Merseburg					
http://www.wikidata.org/entity/Q2487	Thirty Years' War					
http://www.wikidata.org/entity/P9441	Wissens-Aggregator Mittelalter und Frühe Neuzeit ID					
http://www.wikidata.org/entity/Q10051	Oudewater					
http://www.wikidata.org/entity/Q18244	Fürst					
http://www.wikidata.org/entity/Q34762	Principality of Bayreuth					
http://www.wikidata.org/entity/Q42199	Principality of Ansbach					
http://www.wikidata.org/entity/Q46825	Gothic art					
http://www.wikidata.org/entity/Q48189	Teutonic Order					
http://www.wikidata.org/entity/Q50793	Pappenheim (state)					
http://www.wikidata.org/entity/Q57318	free imperial city					
http://www.wikidata.org/entity/Q64909	field marshal-lieutenant					
